,author,description,genre,title
10,Kyo Maclear,"A dazzling picture book biography of one of the world's most influential designers, Elsa Schiaparelli.
Elsa dared to be different, and her story will not only dazzle, it will inspire the artist and fashionista in everyone who reads it.
By the 1930s Elsa Schiaparelli had captivated the fashion world in Paris, but before that, she was a little girl in Rome who didn’t feel pretty at all. Bloom: A Story of Fashion Designer Elsa Schiaparelli is the enchanting story for young readers of how a young girl used her imagination and emerged from plain to extraordinary.As a young girl in Rome, Elsa Schiaparelli (1890–1973) felt “brutta” (ugly) and searched all around her for beauty. Seeing the colors of Rome’s flower market one day, young Elsa tried to plant seeds in her ears and nose, hoping to blossom like a flower. All she got was sick, but from that moment, she discovered her own wild imagination.In the 1920 and '30s, influenced by her friends in the surrealist art movement, Schiaparelli created a vast collection of unique fashion designs—hats shaped like shoes, a dress adorned with lobsters, gloves with fingernails, a dress with drawers and so many more. She mixed her own bold colors and invented her own signature shades, including shocking pink.Bloom: A Story of Fashion Designer Elsa Schiaparelli is a stunning and sophisticated picture book biography that follows Schiaparelli’s life from birth and childhood to height of success.Kyo Maclear and Julie Morstad (creators of Julia, Child) have gorgeously interpreted Schiaparelli’s life. Maclear tells a lyrical story with moments both poignant and humorous and Morstad’s elegant imagery saturates the pages with Schiaparelli-inspired shapes and colors.Informative backmatter and suggested further reading included.",Childrens,      Bloom: A Story of Fashion Designer Elsa Schiaparelli
11,Eleanor Davis,"What is “Art”? It’s widely accepted that art serves an important function in society. But the concept falls under such an absurdly large umbrella and can manifest in so many different ways. Art can be self indulgent, goofy, serious, altruistic, evil, or expressive, or any number of other things. But how can it truly make lasting, positive change? In Why Art?, acclaimed graphic novelist Eleanor Davis (How To Be Happy) unpacks some of these concepts in ways both critical and positive, in an attempt to illuminate the highest possible potential an artwork might hope to achieve. A work of art unto itself, Davis leavens her exploration with a sense of humor and a thirst for challenging preconceptions of art worth of Magritte, instantly drawing the reader in as a willing accomplice in her quest.",Sequential Art,      Why Art?
12,Ki Longfellow,"Twenty three years ago Vivian Stanshall died in a fire, trapped in a north London flat. Drunk, he slept through his own death.Vivian was the ineffable, unflappable, elegant and irreverently funny frontman and songwriter for the Bonzo Dog Dada Band, a group of art students who’d created a band unlike any other band one could name - and still adored by thousands long after their short time in the sun was knocked on the head by Vivian himself. ""We were art students. We were Dada. We were making fun of the worst excesses of rock 'n roll. One day I looked around to discover we'd become what we were parodying."" Written by his wife of 18 years, an artist in her own right, this is a behind-the-scenes, beneath-the-sheets, under the bed tale of an actual genius – few who admired him would disagree. In many ways this is Vivian through his own private words gleaned from his personal journals. It’s also full of up close and revealing portraits of legends: Keith Moon, John Lennon, Paul McCartney, Jimi Hendrix, George Harrison, Steve Winwood, Stephen Fry, Michael Palin, John Peel, Joe Cocker, and so many more. But even more than all that, it’s an ART BOOK: crammed full of Vivian’s paintings, sketches, unpublished family photos, letters and poems.Vivian Stanshall was the last of the true Bohemians. This is also a tale of Dada, a mad sad glad voyage through life on a grand scale made by one of England’s greatest treasures: the genius who was Vivian Stanshall.(As Ki writes: all memory is Kurosawa's ""Rashomon"". These are her memories accompanied by Vivian's actual journals.)",Autobiography,      The Illustrated Vivian Stanshall: A Fairytale of Grimm Art
13,Barb Rosenstock,"The incredible story of the world's largest visionary environment: the Rock Garden of Chandigarh, kept secret by outsider artist Nek Chand for fifteen years.After the partition of India in 1947, Nek Chand Saini settled in the city of Chandigarh, with nothing but stories brought from his homeland. Dismayed at his stark new surroundings, Nek began collecting river rocks, broken glass, and cracked water pots found on the roadside. He cleared a section of jungle and for seven years he stockpiled odds and ends. They were castoffs and rubbish to everyone else, but to Nek, they were treasures. He began to build a labyrinth of curving paths, mosaics, and repeating patterns: his very own tribute to the winding village of his youth, a hidden land of stories. Nek kept his kingdom secret for fifteen years, until a government crew stumbled upon it and sought to destroy it. But local fans agreed in awe: the Rock Garden had to be protected. Author Barb Rosenstock introduces readers to the outsider artist's stunning creation, while Claire A. Nivola's illustrations bring to life the land's natural beauty and the surreal world Nek coaxed from his wild landscape.",Childrens,"      The Secret Kingdom: Nek Chand, a Changing India, and a Hidden World of Art"
14,Natalie Hopkinson,"""A deeply felt and passionately expressed manifesto.""--Kirkus Reviews (starred)As people consider how to respond to a resurgence of racist, xenophobic populism, A Mouth Is Always Muzzled tells an extraordinary story of the ways art brings hope in perilous times. Weaving disparate topics from sugar and British colonialism to attacks on free speech and Facebook activism and traveling a jagged path across the Americas, Africa, India, and Europe, Natalie Hopkinson, former culture writer for the Washington Post and The Root, argues that art is where the future is negotiated.Part post-colonial manifesto, part history of British Caribbean, part exploration of art in the modern world, A Mouth Is Always Muzzled is a dazzling analysis of the insistent role of art in contemporary politics and life. In crafted, well-honed prose, Hopkinson knits narratives of culture warriors: painter Bernadette Persaud, poet Ruel Johnson, historian Walter Rodney, novelist John Berger, and provocative African American artist Kara Walker, whose homage to the sugar trade Sugar Sphinx electrified American audiences. A Mouth Is Always Muzzled is a moving meditation documenting the artistic legacy generated in response to white supremacy, brutality, domination, and oppression. In the tradition of Paul Gilroy, it is a cri de coeur for the significance of politically bold--even dangerous--art to all people and nations.",Nonfiction,"      A Mouth Is Always Muzzled: Six Dissidents, Five Continents, and the Art of Resistance"
15,Rachel Halliburton,"In this vividly fashioned debut, Rachel Halliburton draws from the sordid details of a genuine scandal that deceived the British Royal Academy to deliver a stirring tale on the elusive goal of achieving artistic renown.It is 1797 and in Georgian London, nothing is certain anymore: the future of the monarchy is in question, the city is aflame with conspiracies, and the French could invade any day. Amidst this feverish atmosphere, the American painter Benjamin West is visited by a dubious duo comprised of a blundering father and vibrant daughter, the Provises, who claim they have a secret that has obsessed painters for centuries: the Venetian techniques of master painter Titian.West was once the most celebrated painter in London, but he hasn’t produced anything of note in years, so against his better judgment he agrees to let the intriguing Ann Jemima Provis visit his studio and demonstrate the techniques from the document. What unravels reveals more than West has ever understood—about himself, the treachery of the art world, and the seductive promise of greatness. Rich in period detail of a meticulously crafted Georgian society, The Optickal Illusion demonstrates the lengths women must go to make their mark on a society that seeks to underplay their abilities.",Historical,      The Optickal Illusion
16,Jonathan Santlofer,"In time for the one-year anniversary of the Trump Inauguration and the Women’s March, this provocative, unprecedented anthology features original short stories from thirty bestselling and award-winning authors—including Alice Walker, Richard Russo, Walter Mosley, Joyce Carol Oates, Alice Hoffman, Neil Gaiman, Michael Cunningham, Mary Higgins Clark, and Lee Child—with an introduction by Pulitzer Prize–winning author Viet Thanh Nguyen.When Donald Trump claimed victory last November, the US literary world erupted in indignation. Many of America’s leading writers and artists openly resist the current administration’s dogma and earliest policy moves, and they’re not about to go gently into that good night. In It Occurs to Me That I Am America: New Stories and Art, more than thirty of the most acclaimed modern writers consider the fundamental ideals of a free, just, and compassionate democracy—through fiction.Featuring artwork by some of today’s best known artists, cartoonists, and graphic novelists—including Art Spiegelman, Roz Chast, Marilyn Minter, and Eric Fischl—who cover political, social, and cultural issues, this anthology is a beautiful, enduring collection that will resonate with anyone concerned with the contest for our American soul.",Short Stories,      It Occurs to Me That I Am America: New Stories and Art
0,Terese Marie Mailhot,"A NEW YORK TIMES BESTSELLERSelected by Emma Watson as the Our Shared Shelf Book Club Pick for March/April 2018 ""Heart Berries by Terese Mailhot is an astounding memoir in essays. Here is a wound. Here is need, naked and unapologetic. Here is a mountain woman, towering in words great and small... What Mailhot has accomplished in this exquisite book is brilliance both raw and refined."" ―Roxane Gay, author of Hunger Heart Berries is a powerful, poetic memoir of a woman's coming of age on the Seabird Island Indian Reservation in the Pacific Northwest. Having survived a profoundly dysfunctional upbringing only to find herself hospitalized and facing a dual diagnosis of post traumatic stress disorder and bipolar II disorder; Terese Marie Mailhot is given a notebook and begins to write her way out of trauma. The triumphant result is Heart Berries, a memorial for Mailhot's mother, a social worker and activist who had a thing for prisoners; a story of reconciliation with her father―an abusive drunk and a brilliant artist―who was murdered under mysterious circumstances; and an elegy on how difficult it is to love someone while dragging the long shadows of shame.Mailhot trusts the reader to understand that memory isn't exact, but melded to imagination, pain, and what we can bring ourselves to accept. Her unique and at times unsettling voice graphically illustrates her mental state. As she writes, she discovers her own true voice, seizes control of her story, and, in so doing, reestablishes her connection to her family, to her people, and to her place in the world. ""A sledgehammer. . . . Her experiments with structure and language . . . are in the service of trying to find new ways to think about the past, trauma, repetition and reconciliation, which might be a way of saying a new model for the memoir."" ―Parul Sehgal, The New York Times""I am quietly reveling in the profundity of Mailhot’s deliberate transgression in Heart Berries and its perfect results. I love her suspicion of words. I have always been terrified and in awe of the power of words – but Mailhot does not let them silence her in Heart Berries. She finds the purest way to say what she needs to say... [T]he writing is so good it’s hard not to temporarily be distracted from the content or narrative by its brilliance...Perhaps, because this author so generously allows us to be her witness, we are somehow able to see ourselves more clearly and become better witnesses to ourselves."" ―Emma Watson, Official March/April selection for Our Shared Shelf",Autobiography,      Heart Berries: A Memoir
1,Mackenzi Lee,"Based on Mackenzi Lee’s popular weekly Twitter series of the same name, Bygone Badass Broads features 52 remarkable and forgotten trailblazing women from all over the world. With tales of heroism and cunning, in-depth bios and witty storytelling, Bygone Badass Broads gives new life to these historic female pioneers. Starting in the fifth century BC and continuing to the present, the book takes a closer look at bold and inspiring women who dared to step outside the traditional gender roles of their time. Coupled with riveting illustrations and Lee’s humorous and conversational storytelling style, this book is an outright celebration of the badass women who paved the way for the rest of us.",Nonfiction,      Bygone Badass Broads: 52 Forgotten Women Who Changed the World
2,Andrew Morton,"For fans of the Netflix series The Crown and from the author of the New York Times bestseller 17 Carnations comes a captivating biography of Wallis Simpson, the notorious woman for whom Edward VIII gave up the throne. ""You have no idea how hard it is to live out a great romance."" -Wallis SimpsonBefore she became known as the woman who enticed a king from his throne and birthright, Bessie Wallis Warfield was a prudish and particular girl from Baltimore. At turns imaginative, ambitious, and spoiled, Wallis's first words as recalled by her family were ""me, me."" From that young age, she was in want of nothing but stability, status, and social acceptance as she fought to climb the social ladder and take her place in London society. As irony would have it, she would gain the love and devotion of a king, but only at the cost of his throne and her reputation.In WALLIS IN LOVE, acclaimed biographer Andrew Morton offers a fresh portrait of Wallis Simpson in all her vibrancy and brazenness as she transformed from a hard-nosed gold-digger to charming chatelaine. Using diary entries, letters, and other never-before-seen records, Morton takes us through Wallis's romantic adventures in Washington, China, and her entrance into the strange wonderland that is London society. During her journey, we meet an extraordinary array of characters, many of whom smoothed the way for her dalliance with the king of England, Edward VIII.WALLIS IN LOVE goes beyond Wallis's infamous persona and reveals a complex, domineering woman striving to determine her own fate and grapple with matters of the heart. ",Biography,"      Wallis in Love: The Untold Life of the Duchess of Windsor, the Woman Who Changed the Monarchy"
3,Laura Smith,"A young woman chafing at the confines of marriage confronts the high cost of craving freedom and adventureAt twenty-five, as her wedding date approached, Laura Smith began to feel trapped. Not by her fiance, who shared her appetite for adventure, but by the unsettling idea that it was hard to be at once married and free.Laura wanted her life to be different. She wanted her marriage to be different. And she found in the strangely captivating story of another restless young woman determined to live without constraints both an enticement and a challenge. Barbara Newhall Follett was a free-spirited trailblazer who published her first novel at 11, enlisted as a deck hand on a boat bound for the south China seas at 15 and was one of the first women to hike the Appalachian trail. Then in December 1939, when she was not much older than Laura, she walked out of her apartment on a quiet tree-lined street in Brookline, leaving behind a fraying marriage, and vanished without a trace. Obsessed by her story, Laura set off to find out what had happened.The Art of Vanishing is a riveting mystery and a piercing exploration of marriage and convention that asks deep and uncomfortable questions: Why do we give up on our childhood dreams? Is marriage a golden noose? Must we find ourselves in the same row houses with Pottery Barn lamps telling our kids to behave? Searingly honest and written with a raw intensity, it will challenge you to rethink your most intimate decisions and may just upend your life.",Autobiography,      The Art of Vanishing: A Memoir of Wanderlust
4,Daniel Stone,"The true adventures of David Fairchild, a late-nineteenth-century food explorer who traveled the globe and introduced diverse crops like avocados, mangoes, seedless grapes--and thousands more--to the American plate.In the nineteenth century, American meals were about subsistence, not enjoyment. But as a new century approached, appetites broadened, and David Fairchild, a young botanist with an insatiable lust to explore and experience the world, set out in search of foods that would enrich the American farmer and enchant the American eater.Kale from Croatia, mangoes from India, and hops from Bavaria. Peaches from China, avocados from Chile, and pomegranates from Malta. Fairchild's finds weren't just limited to food: From Egypt he sent back a variety of cotton that revolutionized an industry, and via Japan he introduced the cherry blossom tree, forever brightening America's capital. Along the way, he was arrested, caught diseases, and bargained with island tribes. But his culinary ambition came during a formative era, and through him, America transformed into the most diverse food system ever created.",History,      The Food Explorer: The True Adventures of the Globe-Trotting Botanist Who Transformed What America Eats
5,Matt Young,"Eat the Apple is a twisted, and darkly hilarious story of American youth and masculinity in an age of continuous war. Matt Young joined the Marine Corps at age eighteen after a drunken night culminating in wrapping his car around a fire hydrant. The teenage wasteland he fled followed him to the training bases charged with making him a Marine. Matt survived the training and then not one, not two, but three deployments to Iraq, where the testosterone, danger, and stakes for him and his fellow grunts were dialed up a dozen decibels. Young’s story drops us unarmed into Marine Corps culture and lays bare the absurdism of 21st-century war, the manned-up vulnerability of those on the front lines, and the true, if often misguided, motivations that drove a young man to a life at war.",Autobiography,      Eat the Apple
6,Sara Saedi,"At thirteen, bright-eyed, straight-A student Sara Saedi uncovered a terrible family secret: she was breaking the law simply by living in the United States. Only two years old when her parents fled Iran, she didn’t learn of her undocumented status until her older sister wanted to apply for an after-school job, but couldn’t because she didn’t have a Social Security number.Fear of deportation kept Sara up at night, but it didn’t keep her from being a teenager. She desperately wanted a green card, along with clear skin, her own car, and a boyfriend.Americanized follows Sara’s progress toward getting her green card, but that’s only a portion of her experiences as an Iranian-“American” teenager. From discovering that her parents secretly divorced to facilitate her mother’s green card application to learning how to tame her unibrow, Sara pivots from the terrifying prospect that she might be kicked out of the country at any time to the almost-as-terrifying possibility that she might be the only one of her friends without a date to the prom.",Nonfiction,      Americanized: Rebel Without a Green Card
7,Joel Richard Paul,"The remarkable story of John Marshall who, as chief justice, statesman, and diplomat, shaped the foundation of the United States.No member of America's Founding Generation had a greater impact on the Constitution and the Supreme Court than John Marshall, and no one did more to preserve the delicate unity of the fledgling United States. From the nation's founding in 1776 and for the next forty years, Marshall was at the center of every political battle. As Chief Justice of the United States - the longest-serving in history - he established the independence of the judiciary and the supremacy of the federal Constitution and courts. As the leading Federalist in Virginia, he rivaled his cousin Thomas Jefferson in influence. As a diplomat and secretary of state, he defended American sovereignty against France and Britain, counseled President John Adams, and supervised the construction of the city of Washington. D.C.This is the astonishing true story of how a rough-cut frontiersman - born in Virginia in 1755 and with little formal education - invented himself as one of the nation's preeminent lawyers and politicians who then reinvented the Constitution to forge a stronger nation. Without Precedent is the engrossing account of the life and times of this exceptional man, who with cunning, imagination, and grace shaped America's future as he held together the Supreme Court, the Constitution, and the country itself.",Biography,      Without Precedent: Chief Justice John Marshall and His Times
8,John Heminway,"The remarkable story of one woman's search for a new life in Africa in the wake of World War II--a life that sparked a heroic career, but also hid a secret past.Dr. Anne Spoerry treated hundreds of thousands of people across rural Kenya over the span of fifty years. A member of the renowned Flying Doctors Service, the French-born Spoerry learned how to fly a plane at the age of forty-five and earned herself the cherished nickname, ""Mama Daktari""--""Mother Doctor""--from the people of Kenya. Yet few knew what drove her from post-World War II Europe to Africa. Now, in the first comprehensive account of her life, Dr. Spoerry's revered selflessness gives way to a past marked by rebellion, submission, and personal decisions that earned her another nickname--this one sinister--working as a ""doctor"" in a Nazi concentration camp.In Full Flight explores the question of whether it is possible to rewrite one's troubled past simply by doing good in the present. Informed by Spoerry's own journals, a trove of previously untapped files, and numerous interviews with those who knew her in Europe or Africa, John Heminway takes readers on a remarkable journey across a haunting African landscape and into a dramatic life punctuated by both courage and weakness and driven by a powerful need to atone.",Nonfiction,      In Full Flight: A Story of Africa and Atonement
9,Sarah B. Pomeroy,"In 1660, at the age of thirteen, Maria Sibylla Merian (1647-1717) began her study of butterfly metamorphosis—years before any other scientist published an accurate description of the process. Later, Merian and her daughter ventured thousands of miles from their home in the Netherlands to the rainforests of South America seeking new and amazing insects to observe and illustrate.     Years after her death, Merian’s accurate and beautiful illustrations were used by scientists, including Carl Linnaeus, to classify species, and today her prints and paintings are prized by museums around the world. More than a dozen species of plants and animals are named after Merian.     The first Merian biography written for ages 10 and up, this book will enchant budding scientists and artists alike. Readers will be inspired by Merian’s talent, curiosity, and grit and will be swept up in the story of her life, which was adventurous even by today’s standards.     With its lively text, quotations from Merian’s own study book, and fascinating sidebars on history, art, and science, this volume is an ideal STEAM title for readers of all ages and interests.",Biography,"      Maria Sibylla Merian: Artist, Scientist, Adventurer"
10,Changiz Lahidji,"Over 100 combat missions, 24 years as a Green Beret―Full Battle Rattle tells the legend of a soldier who served America in every war since Vietnam.Master Sergeant Changiz Lahidji served on Special Forces A teams longer than anyone in history, completing over a hundred combat missions in Afghanistan. Changiz is a Special Forces legend. He also happens to be the first Muslim Green Beret.Changiz served this country starting with Operation Eagle Claw in 1980, when he entered Tehran on a one-man mission to spy on Iranian soldiers guarding the US Embassy where 52 US diplomats were being held hostage. Three years later, he was in Beirut, Lebanon when a suicide car bomb exploded in front of the US Embassy killing 83 people. Weeks after that, he was shot by Hezbollah terrorists on a night mission.In Operation Iraqi Freedom, he led a convoy that was ambushed on its way to Fallujah. He was clearing houses in Mogadishu, Somalia on October, 1993 when a US Black Hawk helicopter was shot down 50 feet away from him in the incident that inspired Black Hawk Down. In 2002, he dressed as a farmer and snuck into Eastern Afghanistan and located Osama Bin Laden for the CIA.Along the way, Changiz earned numerous commendations, including the Special Forces Legion of Merit, Purple Hearts, and many others. Last year he was nominated for induction in Military Intelligence Hall of Fame and cited as “the finest noncommissioned officer to ever serve in Special Forces.”His story is an amazing tale of perseverance and courage, of combat and one man’s love of his adopted country.",Nonfiction,      Full Battle Rattle: My Story as the Longest-Serving Special Forces A-Team Soldier in American History
11,Catherine  Hewitt,"Catherine Hewitt's richly told biography of Suzanne Valadon, the illegitimate daughter of a provincial linen maid who became famous as a model for the Impressionists and later as a painter in her own right.In the 1880s, Suzanne Valadon was considered the Impressionists’ most beautiful model. But behind her captivating façade lay a closely-guarded secret.Suzanne was born into poverty in rural France, before her mother fled the provinces, taking her to Montmartre. There, as a teenager Suzanne began posing for—and having affairs with—some of the age’s most renowned painters. Then Renoir caught her indulging in a passion she had been trying to conceal: the model was herself a talented artist.Some found her vibrant still lifes and frank portraits as shocking as her bohemian lifestyle. At eighteen, she gave birth to an illegitimate child, future painter Maurice Utrillo. But her friends Toulouse-Lautrec and Degas could see her skill. Rebellious and opinionated, she refused to be confined by tradition or gender, and in 1894, her work was accepted to the Salon de la Société Nationale des Beaux-Arts, an extraordinary achievement for a working-class woman with no formal art training.Renoir’s Dancer tells the remarkable tale of an ambitious, headstrong woman fighting to find a professional voice in a male-dominated world.",Biography,      Renoir's Dancer: The Secret Life of Suzanne Valadon
