,author,description,genre,title
10,Mark Greaney,"Court Gentry is back in action. This time he's working on behalf of a well-connected group of Syrian expats to secure the Syrian president's mistress so they can use her to bring down the president's regime. But the expats' plan goes awry when it's discovered the mistress has a baby--the Syrian president's only male heir--hidden away in a Damascus safe house.Court goes after the baby, a decision that comes at the price of the mistress's life. The expat organization deems the boy now useless to their cause and refuses to protect him against the Syrian first lady and the notorious Swiss assassin in her employ. With no support on the way, Court realizes he'll have to take down the Syrian president himself if he and the boy are going to make it out alive...",Fiction,"      Agent in Place
      
          (The Gray Man #7)"
11,Joy Fielding,"What first appears to be a random home invasion reveals a family's dark secrets in this domestic ticking-clock suspense from the New York Times bestselling author of See Jane Run.A hostile relationship with her sister and a complicated past with her father's second wife have kept Robin estranged from her family for many years. But when her father's new family is attacked in their house, with her father, his wife, and young daughter in critical condition in the hospital, she returns home to await their fate and hopefully mend fences. It looks like a random robbery gone awry, but as Robin spends more time with her family members, she learns they all had their secrets -- and one of those secrets may have put them all in horrible danger.",Fiction,      The Bad Daughter
12,Natasha Preston,"ROSES ARE REDVIOLETS ARE BLUEWATCH YOUR BACKI'M COMING FOR YOULylah and her friends can't wait to spend a night out together. Partying is the perfect way to let loose from the stress of life and school, and Lylah hopes that hitting the dance floor with Chace, her best friend, will bring them closer together. She's been crushing on him since they met. If only he thought of her the same way...The girls are touching up their makeup and the guys are sliding on their coats when the doorbell rings. No one is there. An envelope sits on the doormat. It's an anonymous note addressed to their friend Sonny. A secret admirer? Maybe. They all laugh it off.Except Sonny never comes home. And a new note arrives:YOUR TURN",Young Adult,      You Will Be Mine
13,Brendan   Duffy,"Haunted by dark secrets and an unsolved mystery, a young doctor returns to his isolated Adirondacks hometown in a tense, atmospheric novel in the vein of Michael Koryta and Harlan Coben.Burying the past only gives it strength--and fury.Nate McHale has assembled the kind of life most people would envy. After a tumultuous youth marked by his inexplicable survival of a devastating tragedy, Nate left his Adirondack hometown of Greystone Lake and never looked back. Fourteen years later, he's become a respected New York City surgeon, devoted husband, and loving father.Then a body is discovered deep in the forests that surround Greystone Lake.This disturbing news finally draws Nate home. While navigating a tense landscape of secrets and suspicion, resentments and guilt, Nate reconnects with estranged friends and old enemies, and encounters strangers who seem to know impossible things about him. Haunting every moment is the Lake's sinister history and the memory of wild, beautiful Lucy Bennett, with whom Nate is forever linked by shattering loss and youthful passion.As a massive hurricane bears down on the Northeast, the air becomes electric, the clouds grow dark, and escalating acts of violence echo events from Nate's own past. Without a doubt, a reckoning is coming--one that will lay bare the lies that lifelong friends have told themselves and unleash a vengeance that may consume them all.",Mystery,      The Storm King
14,J.A. Redmerski,"Izabel and Naeva find themselves right where they wanted to be in Mexico: captured and held in the slave compounds owned by the Ruiz family. But the two are soon separated and forced into very different—but equally dangerous—situations. Izabel spends the next three weeks playing a role she never expected she would get the opportunity to play, but her luck runs out when Naeva’s life hangs in the balance, and only Izabel can save her. But at a terrible cost. If Izabel chooses to help Naeva, it will expose a lie she has been carrying on her shoulders since she met Victor Faust. A lie that will not only potentially make everyone in Victor’s Order distrust her going forward, but one that will also blow her carefully constructed cover In Mexico, and that could get her killed.Fredrik, still looking for his serial killer, does not have to look long—the killer finds him. And Niklas’s past catches up to him when an old enemy comes back for revenge. But it will be Victor’s actions that shake up those left in his Order, and ultimately, be its downfall.",Dark,"      Spiders in the Grove
      
          (In the Company of Killers #7)"
15,Carter   Wilson,"*Now under option with Legendary Television for development as a TV series*How far are you willing to go for Mister Tender?At fourteen, Alice Hill was viciously attacked by two of her classmates and left to die. The teens claim she was a sacrifice for a man called Mister Tender, but that could never be true: Mister Tender doesn’t exist. His sinister character is pop-culture fiction, created by Alice’s own father in a series of popular graphic novels.Over a decade later, Alice has changed her name and is trying to heal. But someone is watching her. They know more about Alice than any stranger could: her scars, her fears, and the secrets she keeps locked away. She can try to escape her past, but Mister Tender is never far behind. He will come with a smile that seduces, and a dark whisper in her ear…Inspired by a true story, this gripping thriller plunges you into a world of haunting memories and unseen threats, leaving you guessing until the harrowing end.",Thriller,      Mister Tender's Girl
16,Kimberly Reid,"A CIA prodigy's cover is blown when he accidentally becomes an internet sensation in #Prettyboy Must Die, inspired by the #Alexfromtarget story.When Peter Smith's classmate snaps a picture of him during a late night run at the track, Peter thinks he might be in trouble. When she posts that photo--along with the caption, ""See the Pretty Boy Run,""--Peter knows he's in trouble. But when hostiles drop through the ceiling of his 6th period Chem Class, Peter's pretty sure his trouble just became a national emergency.Because he's not really Peter Smith. He's Jake Morrow, former foster-kid turned CIA operative. After a massive screw-up on his first mission, he's on a pity assignment, a dozen hit lists and now, social media, apparently. As #Prettyboy, of all freaking things.His cover's blown, his school's under siege, and if he screws up now, #Prettyboy will become #Deadboy faster than you can say, 'fifteen minutes of fame.' Trapped in a high school with rabid killers and rabid fans, he'll need all his training and then some to save his job, his school and, oh yeah, his life.",Young Adult,      #Prettyboy Must Die
17,Walter Mosley,"From trailblazing novelist Walter Mosley: a former NYPD cop once imprisoned for a crime he did not commit must solve two cases: that of a man wrongly condemned to die, and his own.
Joe King Oliver was one of the NYPD's finest investigators, until, dispatched to arrest a well-heeled car thief, he is framed for assault by his enemies within the NYPD, a charge which lands him in solitary at Rikers Island.A decade later, King is a private detective, running his agency with the help of his teenage daughter, Aja-Denise. Broken by the brutality he suffered and committed in equal measure while behind bars, his work and his daughter are the only light in his solitary life. When he receives a card in the mail from the woman who admits she was paid to frame him those years ago, King realizes that he has no choice but to take his own case: figuring out who on the force wanted him disposed of--and why.Running in parallel with King's own quest for justice is the case of a Black radical journalist accused of killing two on-duty police officers who had been abusing their badges to traffic in drugs and women within the city's poorest neighborhoods.Joined by Melquarth Frost, a brilliant sociopath, our hero must beat dirty cops and dirtier bankers, craven lawyers, and above all keep his daughter far from the underworld in which he works. All the while, two lives hang in the balance: King's client's, and King's own.",Mystery,      Down the River Unto the Sea
18,Alex Berenson,"The Russians don't just want to influence American elections--they want it all. Former CIA agent John Wells confronts a plot of astonishing audacity as New York Times-bestselling author Alex Berenson goes beyond today's headlines to tomorrow's all-too-real threats.It was supposed to be a terrorist sting. The guns were supposed to be disabled. Then why was there so much blood?The target was the American Airlines Center, the home of the Dallas Mavericks. The FBI had told Ahmed Shakir that his drug bust would go away if he helped them, and they'd supply all the weaponry, carefully removing the firing pins before the main event. It never occurred to Sami to doubt them, until it was too late.When John Wells is called to Washington, he's sure it's to investigate the carnage in Dallas, but it isn't. The former CIA director, now president, Vinnie Duto has plenty of people working in Texas. He wants Wells to go to Colombia. An old asset there has information to share--and it will lead Wells to the deadliest mission of his life, an extraordinary confluence of sleeper cells, sniper teams, false flag operations, double agents high in the U.S. government--and a Russian plot to take over the government itself. If it succeeds, what happened in Texas will only be a prelude.",Fiction,"      The Deceivers
      
          (John Wells #12)"
19,David Pedreira,"A realistic and chilling vision of life on the Moon, where dust kills as easily as the vacuum of space…but murder is even quicker—a fast-paced, cinematic science fiction thriller, this debut novel combines the inventiveness of The Martian, the intrigue of The Expanse, and the thrills of Red Rising.The Moon smells like gunpowder. Every lunar walker since Apollo 11 has noticed it: a burnt-metal scent that reminds them of war. Caden Dechert, the chief of the U.S. mining operation on the edge of the Sea of Serenity, thinks the smell is just a trick of the mind—a reminder of his harrowing days as a Marine in the war-torn Middle East back on Earth.It’s 2072, and lunar helium-3 mining is powering the fusion reactors that are bringing Earth back from environmental disaster. But competing for the richest prize in the history of the world has destroyed the oldest rule in space: Safety for All. When a bomb kills one of Dechert’s diggers on Mare Serenitatis, the haunted veteran goes on the hunt to expose the culprit before more blood is spilled.But as Dechert races to solve the first murder in the history of the Moon, he gets caught in the crosshairs of two global powers spoiling for a fight. Reluctant to be the match that lights this powder-keg, Dechert knows the lives of him and his crew are meaningless to the politicians. Even worse, he knows the killer is still out there, hunting.In his desperate attempts to save his crew and prevent the catastrophe he sees coming, the former Marine uncovers a dangerous conspiracy that, with one spark can ignite a full lunar war, wipe out his team . . . and perhaps plunge the Earth back into darkness.",Science Fiction,      Gunpowder Moon
20,James L. Rubart,"""Rubart will leave readers inspired . . ."" --Publishers Weekly STARRED review for The Long Journey to Jake PalmerWhat if You Woke up One Morning and the Darkest Parts of Yourself Were Gone?Toren Daniels vanished eight months back, and his wife and kids have moved on--with more than a little relief. Toren was a good man but carried a raging temper that often exploded without warning. So when he shows up on their doorstep out of the blue, they're shocked to see him alive. But more shocked to see he's changed. Radically.His anger is gone. He's oddly patient. Kind. Fun. The man he always wanted to be. Toren has no clue where he's been but knows he's been utterly transformed. He focuses on three things: Finding out where he's been. Finding out how it happened. And winning back his family.But then shards of his old self start to rise from deep inside--like the man kicked out of the NFL for his fury--and Toren must face the supreme battle of his life.In this fresh take on the classic Dr. Jekyll and Mr. Hyde, James L. Rubart explores the war between the good and evil within each of us--and one man's only chance to overcome the greatest divide of the soul.",Christian Fiction,      The Man He Never Was: A Modern Reimagining of Jekyll and Hyde
21,T.C. LoTempio,"Getting used to life back home in Deer Park, North Carolina, Sydney McCall and her right-hand tabby, Toby, are helping her sister Kat run the local animal shelter. Syd and Kat are all excited about the prospect of the shelter's newest fundraiser: shopping channel queen Ulla Townsend. Shelter admin Maggie Shayne vehemently refuses to have anything to do with the woman, but the fundraiser ensues as planned. That is, until Ulla turns up dead in the middle of the event.The cause of death is determined to be an allergic reaction, but Syd and Toby are sniffing out something fishy. When Syd met Ulla, it was clear she was distasteful and rude. And right before the event, Syd spotted some behind-the-scenes drama between Ulla and her manager. As they begin to investigate, they realize there is no shortage of suspects, and Maggie is at the top of the list.Now Syd and Toby must claw their way to the truth before everything goes paws up at their animal shelter in Death by a Whisker by national bestselling author T. C. LoTempio.",Mystery,"      Death By A Whisker
      
          (A Cat Rescue Mystery  #2)"
22,Rick Mofina,"They are the perfect family. But perfection is fragile.Cal Hudson knows the world can be an ugly place. As a reporter for a big Chicago newspaper, Cal has journeyed into society’s darkest corners to expose the vilest crimes. But the world he and his devoted wife, Faith, share with their son is much nicer. They have made sure of it, creating a tranquil haven in suburban River Ridge to protect the person most precious to them.Until the unthinkable happens, and nine-year-old Gage vanishes.In a split second at a local carnival, the Hudsons’ storybook world begins unraveling. A frantic search starts to uncover splinters in their carefully crafted facade, revealing buried secrets that cast just as much suspicion on Cal and Faith as any ill-meaning stranger, and proving that the line between love and violence can disappear as suddenly as a child on a chaotic midway.",Thriller,      Last Seen
23,Sheryl Scarborough,"Barely three weeks after catching the killer of Erin's mother and their biology teacher, Erin and her crew are back, up to their elbows in forensics projects. But this time it's with the full approval of their parents.With Uncle Victor at the helm, Erin and her best friends, Spam and Lysa, are prepping a new classroom for CSI summer camp, where they will serve as camp counselors. Meanwhile, Erin's super-hot new boyfriend, Journey, is graduating, just in time for him to take a position as Victor's intern in the new CSI lab on campus. Journey and Victor are going to take another look at the evidence in the murder trial that sent Journey's father to prison. The girls are under strict orders not to meddle with the murder case, but that's easier said than done...",Mystery,"      To Right the Wrongs
      
          (Erin Blake #2)"
24,Howard Blum," The New York Times bestselling author of Dark Invasion and The Last Goodnight once again illuminates the lives of little-known individuals who played a significant role in America’s history as he chronicles the incredible true story of a critical, recently declassified counterintelligence mission and two remarkable agents whose story has been called ""the greatest secret of the Cold War.""In 1946, genius linguist and codebreaker Meredith Gardner discovered that the KGB was running an extensive network of strategically placed spies inside the United States, whose goal was to infiltrate American intelligence and steal the nation’s military and atomic secrets. Over the course of the next decade, he and young FBI supervisor Bob Lampshere worked together on Venona, a top-secret mission to uncover the Soviet agents and protect the Holy Grail of Cold War espionage—the atomic bomb.Opposites in nearly every way, Lampshere and Gardner relentlessly followed a trail of clues that helped them identify and take down these Reds one by one, including Julius and Ethel Rosenberg. But at the center of this spy ring, seemingly beyond the American agents’ grasp, was the mysterious master spy who pulled the strings of the KGB’s extensive campaign, dubbed Operation Enormoz by Russian Intelligence headquarters. Lampshere and Gardner began to suspect that a mole buried deep in the American intelligence community was feeding Moscow Center information on Venona. They raced to unmask the traitor and prevent the Soviets from fulfilling Soviet Premier Nikita Khrushchev’s threat: ""We shall bury you!""A breathtaking chapter of American history and a page-turning mystery that plays out against the tense, life-and-death gamesmanship of the Cold War, this twisting thriller begins at the end of World War II and leads all the way to the execution of the Rosenbergs—a result that haunted both Gardner and Lampshere to the end of their lives.",History,      In the Enemy's House
25,Michael Nye,"When Owen Webb, the son of working-class parents, receives a scholarship to the prestigious Rockcastle Preparatory Academy, the mysterious and enigmatic Carson Bly, an upperclassman from a wealthy and powerful family, befriends him. Their friendship, deepened through a love of basketball, becomes an obsession for Owen who is desperate to avoid the growing trouble at home between his parents. When Owen's father is arrested for a shocking and unexpected crime, his family is torn apart, and Owen's anger and fear are carefully manipulated by Carson’s mercurial and increasingly dangerous personality. Owen, who has fallen in love with Carson's beautiful but troubled sister, quickly finds himself caught up in a complex web of lies that threatens his once promising future.",Fiction,      All the Castles Burned
26,J.D.   Allen,"Private Investigator Jim Bean is a straightforward, to-the-point man. When his latest client, Sophie Evers, asks him to find her brother Daniel, Jim has no idea how complicated his life is about to become.Daniel is not Sophie's brother. He is her most coveted prey. Clinging to the belief that they belong together, Sophie kills Daniel's real sister to manipulate Jim into flushing Daniel out of hiding. She will create the ""perfect life"" for the only man she's ever loved, no matter how many people she must kill along the way.When Jim discovers the truth about Sophie, he's driven to set things right before her delusional plan claims even more souls.",Thriller,"      19 Souls
      
          (Sin City Investigation #1)"
27,Scott Bergstrom,"The action-packed, high-stakes YA sequel to The Cruelty sees Gwen face ever greater danger from the men who hunt her.Gwendolyn Bloom is dead. But even armed with a new passport and identity, the danger is far from over. Her father is safe . . . but Gwen still hasn’t untangled all his lies from the truth. Meanwhile, her enemies are closing in with a vengeance.She found her father when he disappeared off the face of the earth—can she survive being on the other end of a manhunt?",Thriller,"      The Greed
      
          (The Cruelty #2)"
28,Tara Thomas,"In this first novel in the explosive, brand-new romantic suspense Sons of Broad series from Tara Thomas comes a novel of deadly secrets and hidden danger. In the sultry streets of Charleston, one family, ruled by its powerful, take-no-prisoners sons, has risen to the top. But a merciless killer is out to destroy them…and everyone they hold close…Exclusive bonus content available only in the print edition!SHE THOUGHT SHE’D LOST HIM FOREVERTilly Brock has learned—the hard way—how to take care of herself. Once a pillar of Charleston society, her family lost everything in the wake of a shocking scandal. And then Tilly lost the only boy she ever loved.BUT NOW THAT HE’S BACK IN HER LIFEKeaton Benedict is Charleston’s most notorious bachelor. But in spite of all his advantages—the money, the women,the family name—he longs for more: the heart of the young woman he still can’t forget.THE DANGER HAS JUST BEGUN…When Keaton re-enters Tilly’s life, after all these years, she is torn between feelings of doubt and desire. Can they put the past behind them and learn to love again? Tilly is willing to try. But Keaton is afraid that a vengeful enemy is watching—and waiting to destroy them. Can the rekindled flame of their love defeat the deadliest rival and light their way forward in the darkest night?",Romance,"      Darkest Night
      
          (Sons of Broad #1)"
29,Sam Wiebe,"Tabitha Sorenson is missing. The bright but unstable student disappeared in the aftermath of a scandal involving millions of dollars in college funds. Professor Dana Essex doesn't think the missing money and the missing student are connected, but she hires Vancouver PI David Wakeland to find Tabitha, with whom she is in obsessed.When Wakeland discovers Tabitha has in fact stolen the money and is hiding out with her lover and reports back to his client, Essex is crushed to learn that Tabitha is in love with someone else. The next morning, Tabitha has been murdered and Essex has disappeared.Meanwhile, Wakeland has his own problems. His former girlfriend, police officer Sonia Drego, believes her partner is corrupt. With her job--and possibly her life--on the line, Wakeland may be her best hope of uncovering the conspiracy in the department before it brings her down.Hounded by Tabitha's friends, the police, the press, and his own troubled conscience, Wakeland tries desperately to find Essex and make sense of what happened. Could it all have been a ruse from the start, and is Wakeland just another in a long line of suckers?While searching for Essex and investigating Sonia's partner, Wakeland encounters criminals, anarchists, and crooked authority figures--all of them desperate people who will stop at nothing to guard their secrets.",Mystery,"      Cut You Down
      
          (Wakeland  #2)"
30,Dawn Ryder,"The Unbroken Heroes are back! Agent Dare Servant is aghast at this fellow Ops members settling down. He knows without doubt that the domestic life will never be for him - the thrill of the chase and the high of danger to strong to ever give up. But when a quirky and charming caterer ends up smack dab in the middle of a criminal mastermind's plot, Dare will uphold his honor and protect her. Even though she pushes all his buttons. Even though her beauty drives him to distraction. Even though he's in danger of losing his heart to her and hanging up his Shadow Ops life for good…",Romance,"      Close to the Edge
      
          (Unbroken Heroes #5)"
31,Tara Thomas,"From New York Times bestselling author Tara Sue Me, writing as Tara Thomas, comes an explosive new romantic suspense series.Welcome to the sultry streets of Charleston, where simmering desire and dark danger rule...Forbidden love never felt so good...She’s got a killer to catch.He just might be it. Undercover detective Janie Roberts needs to find out for sure if Brent Taylor is a murderer.Handsome, wealthy, and sexy-as-sin Brent Taylor. She’s got to get close enough to learn his secrets.But getting this close is dangerous in more ways than one…",Romance,"      Shattered Fear
      
          (Sons of Broad 0.5)"
32,Holly S. Roberts,"Southern California is in the middle of a heatwave but that doesn’t hold a candle to Arizona in the middle of the summer. Austin Miller, the enforcer for Southern California’s crime boss, takes over after his boss and mentor dies. He’s set on revenge against the people responsible for Victor’s death and he’ll stop at nothing to get what he wants. Melina Fernandez has never wanted anything to do with her brother’s criminal organization and has nothing to do with the hit he ordered on Southern California’s leader. She’s caught in the middle of a deadly game and her brother plans to sell her to the highest bidder as soon as possible. When Melina is kidnapped by Austin, her worst nightmares are realized. It’s not her body he wants, it’s her flesh and her sanity. Trapped in a dark basement for days she decides to unravel her life story while Austin works on mutilating her skin with a tattoo machine. When Moon, the crime lord of Arizona steps into help, Melina might find her salvation. The clock is ticking and her brother now wants her dead. Austin isn’t a man for games but he does want Melina at any cost, even his life. Are you ready to COMBUST?",Dark,"      Combust
      
          (Hotter than Hell #5)"
33,Tara Thomas,"From New York Times bestselling author Tara Sue Me, writing as Tara Thomas, comes an explosive new romantic suspense series.Welcome to the sultry streets of Charleston, where simmering desire and dark danger rule...He’ll stop at nothing to keep her safe…Someone wants Janie dead.Brent will do anything to protect her from a ruthless killer’s hunt. But an enemy this powerful won’t give up easily….And danger and passion will explode as they fight for each other.",Romance,"      Hidden Fate
      
          (Sons of Broad 0.6)"
