,author,description,genre,title
10,Gena Showalter,"STAND TOGETHER OR FALL ALONE.THE FATE OF THE EVERLIFE HANGS IN THE BALANCE.At seventeen years old, Tenley “Ten” Lockwood had to make the ultimate choice—where to live after she died. Loyalty to her selected realm has not wavered…until now. She is out of time. Sacrifices must be made, and a terrible price must be paid. But is she too late? As the Everlife descends into darkness, a single truth becomes clear: Troika and Myriad must unite—or perish. In order to bring sworn enemies together, Ten must enter forbidden territory…and destroy the powerful Prince of Ravens. But there’s only one way inside—bonding with Killian Flynn, a deadly rival who sets her blood aflame.When nothing goes as planned and betrayal leads to the edge of utter defeat, Ten and Killian will have to rebuild trust from the ashes of their hearts. Victory seems impossible, the odds stacked against them. In the end, how far will they be willing to go for the sake of their realms and the Everlife?",Fantasy,"      Everlife
      
          (Everlife #3)"
11,Kendall Ryan,"We met in a trapped elevator.Emmett was on his way to work, sophisticated and handsome in his tailored suit and tie.I was on my way to the sperm bank. Awkward, right?At thirty-five, my life hadn’t taken the path I thought it would and I was tired of waiting—I wanted a baby. And I was ready to take matters into my own hands to make it happen.After our ill-fated elevator encounter, Emmett insisted on taking me to dinner—he also insisted on something else—that I ditch my plan involving a turkey baster and let him do the job. He would be my baby daddy. He was a wealthy and powerful CEO with little interest in diapers or playdates. And since he didn’t want kids, I’d be on my own once his bun was in my oven, free to go my own way.But once his baby was inside me, it was like a switch had been flipped, and I got a whole lot more than I ever bargained for. This full-length standalone contains a hot, swoonworthy hero, lots of playful banter and some hot baby-making s-e-x! Enjoy.",Romance,      Baby Daddy
12,Sarina Bowen,"A sexy new standalone from USA Today bestseller Sarina Bowen.You’d think a billion dollars, a professional hockey team and a six-bedroom mansion on the Promenade would satisfy a guy. You’d be wrong.For seven years Rebecca has brightened my office with her wit and her smile. She manages both my hockey team and my sanity. I don’t know when I started waking in the night, craving her. All I know is that one whiff of her perfume ruins my concentration. And her laugh makes me hard.When Rebecca gets hurt, I step in to help. It’s what friends do. But what friends don’t do is rip off each others’ clothes for a single, wild night together.Now she’s avoiding me. She says we’re too different, and it can never happen again. So why can’t we keep our hands off each other?",Romance,"      Brooklynaire
      
          (Brooklyn Bruisers #4)"
13,C.J. Redwine,"Javan Najafai, crown prince of Akram, has spent the last ten years at an elite boarding school, far away from his kingdom. But his eagerly awaited return home is cut short when a mysterious imposter takes his place—and no one believes Javan is the true prince.After barely escaping the imposter’s assassins, Javan is thrown into Maqbara, the kingdom’s most dangerous prison. The only way to gain an audience with the king — and reveal Javan’s identity — is to fight in Maqbara’s yearly tournament. But winning is much harder than acing competitions at school, and soon Javan finds himself beset not just by the terrifying creatures in the arena, but also a band of prisoners allied against him, and even the warden herself.The only person who can help him is Sajda, who has been enslaved by Maqbara’s warden since she was a child, and whose guarded demeanor and powerful right hook keep the prisoners in check. Working with Sajda might be the only way Javan can escape alive — but she has dangerous secrets.Together, Javan and Sajda have to outwit the vicious warden, outfight the deadly creatures, and outlast the murderous prisoners intent on killing Javan. If they fail, they’ll be trapped in Maqbara for good—and the secret Sajda’s been hiding will bury them both.",Fantasy,"      The Traitor Prince
      
          (Ravenspire #3)"
14,Gwendolyn Clare,"Can she write a world gone wrong?A certain pen, a certain book, and a certain person can craft entirely new worlds through a branch of science called scriptology. Elsa comes from one such world that was written into creation, where her mother―a noted scriptologist―constantly alters and expands their reality.But when her home is attacked and her mother kidnapped, Elsa is forced to cross into the real world and use her own scriptology gifts to find her. In an alternative Victorian Italy, Elsa finds a secret society of young scientists with a gift for mechanics, alchemy, or scriptology―and meets Leo, a gorgeous mechanist with a smart mouth and tragic past. She recruits the help of these fellow geniuses just as an assassin arrives on their doorstep.In this thrilling debut, worlds collide as Elsa unveils a deep political conspiracy seeking to unlock the most dangerous weapon ever created―and only she can stop it.",Fantasy,"      Ink, Iron, and Glass
      
          (Ink, Iron, and Glass #1)"
15,Guillermo del Toro,"It is 1962, and Elisa Esposito—mute her whole life, orphaned as a child—is struggling with her humdrum existence as a janitor working the graveyard shift at Baltimore’s Occam Aerospace Research Center. Were it not for Zelda, a protective coworker, and Giles, her loving neighbor, she doesn’t know how she’d make it through the day.Then, one fateful night, she sees something she was never meant to see, the Center’s most sensitive asset ever: an amphibious man, captured in the Amazon, to be studied for Cold War advancements. The creature is terrifying but also magnificent, capable of language and of understanding emotions…and Elisa can’t keep away. Using sign language, the two learn to communicate. Soon, affection turns into love, and the creature becomes Elisa’s sole reason to live.But outside forces are pressing in. Richard Strickland, the obsessed soldier who tracked the asset through the Amazon, wants nothing more than to dissect it before the Russians get a chance to steal it. Elisa has no choice but to risk everything to save her beloved. With the help of Zelda and Giles, Elisa hatches a plan to break out the creature. But Strickland is on to them. And the Russians are, indeed, coming.",Fantasy,      The Shape of Water
16,Tiffany Reisz,"They called themselves “the lucky ones.” They were seven children either orphaned or abandoned by their parents and chosen by legendary philanthropist and brain surgeon Dr. Vincent Capello to live in The Dragon, his almost magical beach house on the Oregon Coast. Allison was the youngest of the lucky ones living an idyllic life with her newfound family…until the night she almost died, and was then whisked away from the house and her adopted family forever.Now, thirteen years later, Allison receives a letter from Roland, Dr. Capello’s oldest son, warning her that their father is ill and in his final days. Allison determines she must go home again and confront the ghosts of her past. She's determined to find out what really happened that fateful night--was it an accident or, as she's always suspected, did one of her beloved family members try to kill her?But digging into the past can reveal horrific truths, and when Allison pieces together the story of her life, she'll learns the terrible secret at the heart of the family she once loved but never really knew.A vivid and suspenseful tale of family, grief, love—and the dark secrets that bind everything together—Tiffany Reisz’s latest is enthralling to the final page.",Mystery,      The Lucky Ones
17,Julia Sonneborn,"An English professor struggling for tenure discovers that her ex-fiancé has just become the president of her college—and her new boss—in this whip-smart modern retelling of Jane Austen’s classic Persuasion.Anne Corey is about to get schooled.An English professor in California, she’s determined to score a position on the coveted tenure track at her college. All she’s got to do is get a book deal, snag a promotion, and boom! She’s in. But then Adam Martinez—her first love and ex-fiancé—shows up as the college’s new president.Anne should be able to keep herself distracted. After all, she’s got a book to write, an aging father to take care of, and a new romance developing with the college’s insanely hot writer-in-residence. But no matter where she turns, there’s Adam, as smart and sexy as ever. As the school year advances and her long-buried feelings begin to resurface, Anne begins to wonder whether she just might get a second chance at love.Funny, smart, and full of heart, this modern ode to Jane Austen’s classic explores what happens when we run into the demons of our past...and when they turn out not to be so bad, after all.",Romance,      By the Book
18,Adrianne Finlay,"Jack is a walking fossil. The only human among a sea of clones. It’s been hundreds of years since humanity died off in the slow plague, leaving the clones behind to carry on human existence. Over time they’ve perfected their genes, moving further away from the imperfections of humanity. But if they really are perfect, why did they create Jack?While Jack longs for acceptance, Althea-310 struggles with the feeling that she’s different from her sisters. Her fascination with Jack doesn’t help. As Althea and Jack’s connection grows stronger, so does the threat to their lives. What will happen if they do the unthinkable and fall in love?",Young Adult,      Your One & Only
19,Alyssa Cole,"
From acclaimed author Alyssa Cole comes the tale of a city Cinderella 

and her Prince Charming in disguise . . .
Between grad school and multiple jobs, Naledi Smith doesn’t have time for fairy tales…or patience for the constant e-mails claiming she’s betrothed to an African prince. Sure. Right. Delete! As a former foster kid, she’s learned that the only things she can depend on are herself and the scientific method, and a silly e-mail won’t convince her otherwise.Prince Thabiso is the sole heir to the throne of Thesolo, shouldering the hopes of his parents and his people. At the top of their list? His marriage. Ever dutiful, he tracks down his missing betrothed. When Naledi mistakes the prince for a pauper, Thabiso can’t resist the chance to experience life—and love—without the burden of his crown.The chemistry between them is instant and irresistible, and flirty friendship quickly evolves into passionate nights. But when the truth is revealed, can a princess in theory become a princess ever after?",Romance,"      A Princess in Theory
      
          (Reluctant Royals #1)"
20,Kristen Proby,"From New York Times Bestselling author, Kristen Proby, comes the first in an all-new trilogy in her beloved Big Sky Series!Hannah Malone loves her new town. Despite living in Cunningham Falls for five years, she’s still considered a “move in” by most of the locals, and that doesn’t bother her in the least. She’s the “new girl”, and she hasn’t regretted it for one day. This town is her sanctuary. Her home. The one place she finally fits in and feels safe after a lifetime of being different and running from the memories and a past so far away it can’t haunt her anymore.As the newly appointed police chief, Brad Hull has the responsibility to keep his citizens safe and to maintain order. His roots in this town are deep—five generations deep, to be exact. Cunningham Falls, Montana is his town, and being a cop and protecting what’s his is his passion. Everything’s running like clockwork until a sassy redheaded doctor moves in and disrupts the order—and Brad’s focus.She’s not just beautiful, funny, and strong. Hannah’s everything he’s been looking for in a woman. The chemistry is undeniable, and the heat in the bedroom is off the charts. Brad knew the minute he met Hannah that she was the one for him. He’s tenacious in his pursuit of her. But when the past catches up with Hannah, will Brad be able to protect her and their hearts?",Romance,"      Charming Hannah
      
          (Big Sky #1)"
21,Emma   Scott,"""In Harmony...gives a voice to the voiceless...""The root of all madness is an unbearable truth…At seventeen, Willow Holloway’s life was torn apart. The happy, driven girl is gone, and she is left wracked by post-traumatic stress her body remembers even if she does not. When her father suddenly uproots the family from their posh penthouse in New York City to the tiny town of Harmony, Indiana, Willow becomes more untethered and lost under the weight of her secret. On a whim, she auditions for a part in the community theater’s production of Hamlet and unexpectedly wins the role of Ophelia—the girl who is undone by madness, and her love of Hamlet… Isaac Pearce is from the ‘wrong side of the tracks.’ The town bad boy. Girls pine for his attention and guys are in awe of him. That he’s an acting prodigy only adds to his charisma. Isaac utterly disappears into his characters; the stage is the only place he feels safe from his own traumatic home life. He wants nothing more than to escape to Broadway or Hollywood and leave Harmony behind for good. No one can play Hamlet but Isaac, and when the director pairs him with Willow in acting class, they clash again and again—neither willing to open their hearts to anyone. But clashing leads to breaking, breaking leads to the spilling of terrible secrets, and soon Isaac and Willow find Shakespeare’s words mirroring their lives. When they are cruelly torn apart, neither know how this play will end—with madness and heartache? Or healing, love, and the discovery of who they are truly meant to be. In Harmony is a standalone YOUNG ADULT/NEW ADULT love story, and is intended for readers 18 and up. PLEASE NOTE, this book contains sensitive material such as physical abuse, and the aftermath of sexual assault (off the page). Reader discretion is advised.",New Adult,      In Harmony
22,Saffron A. Kent,"He was an artist. She was his muse.To everyone in town, Abel Adams was the devil's spawn, a boy who never should have been born. A monster.To twelve year-old Evie Hart, he was just a boy with golden hair, soft t-shirts and a camera. A boy who loved taking her picture and sneaking her chocolates before dinner. A boy who made her feel special.Despite her family's warnings, she loved him in secret for six years. They met in empty classrooms and kissed in darkened church closets. Until they couldn't.Until the time came to choose between love and family, and Evie chose Abel.Because their love was worth the risk. Their love was the stuff of legend.But the thing about legends is that they are cautionary tales. They are made of choices and mistakes. And for Abel and Evie, the artist and the muse, those mistakes come in the form of lights, camera, sex.NOTE: This is NOT a paranormal or a priest romance.",New Adult,      Gods & Monsters
23,Kristy Cambron,"Launching a brand-new series, Kristy Cambron explores the collision of past and present as she discovers the ruins of a French castle, long lost to history.A thirteenth century castle, Chateau de Doux Reves, has been forgotten for generations, left to ruin in a storybook forest nestled deep in France's picturesque Loire Valley. It survived a sacking in the French Revolution, was brought back to life and fashioned into a storybook chateau in the Gilded Age, and was eventually felled and deserted after a disastrous fire in the 1930s.As Ellie Carver sits by her grandmother's bedside, she hears stories of a castle . . . of lost love and a hidden chapel that played host to a secret fight in the World War II French resistance. But her grandmother is quickly slipping into the locked-down world of Alzheimer's, and Ellie must act fast if she wants to uncover the truth of her family's history.Sparked by the discovery of a long forgotten family heirloom, Ellie embarks on a journey to French wine country to uncover the mystery surrounding The Sleeping Beauty--the castle so named for Charles Perrault's beloved fairy tale--and unearth its secrets before they're finally silenced by time.Set in three different time periods--the French Revolution, World War II, and present day--The Lost Castle is a story of loves won and lost, of battles waged, and an enchanted castle that inspired the epic fairy tales time left behind.",Historical,"      The Lost Castle
      
          (The Lost Castle #1)"
24,L.M. Elliott,"The colonies are in the throes of the Revolutionary War and caught in the midst of spies, traitors, Loyalists and Patriots, is the charming, quick-witted Peggy Schuyler—youngest of the famed Schuyler sisters and daughter of General Philip Schuyler. Her eldest sister Angelica, the “thief of hearts,” is known for her passion and intelligence, while kind, sweet Eliza has a beauty so great, it only outshone by her enormous heart. Though often in the shadows of her beloved sisters, Peggy is talented in her own right—fluent in French, artistically talented, and brave beyond compare. When a flirtatious aide-de-camp to General Washington named Alexander Hamilton writes an eloquent letter to Peggy asking for her help in wooing the earnest Eliza, Peggy is skeptical but finds herself unable to deny such an impassioned plea. Thus begins her own journey into the Revolution! Inspired by the cultural phenomenon of the Broadway musical, “Hamilton.”",Historical,      Hamilton and Peggy!: A Revolutionary Friendship
25,Jaci Burton,"In the new Play-by-Play novel by the New York Times bestselling author of The Final Score, opposites attract when a figure skater and hockey player lace up their skates--and go for the gold...Will ""Mad Dog"" Madigan is making his second trip to the Winter Games, and he couldn't be happier. Hockey is his life and playing for the U.S. team is a privilege. Then he meets U.S. figure skater Amber Sloane. She's beautiful, ambitious and driven--everything Will desires in a woman. He would love to show Amber how hot life off the ice can be.Amber has skated her entire life, sacrificing everything in the hopes of one day winning gold. Now she's competing for the third and final time. She intends to win, and nothing's going to get in her way--until she meets Will. He's an irresistible charmer, and before long Amber is wondering if this sexy hockey player is the perfect guy to show her some moves outside the rink.But after all the medals have been awarded, Will and Amber will have to decide if what they have together is just a fling or a real shot at true love.",Romance,"      Shot on Gold
      
          (Play-by-Play #14)"
26,Claire Contreras,"Love and the right timing were two things I didn't believe in. Love is about walking to the edge of the cliff and taking the leap together.Timing was never on our side.My first mistake was hooking up with my best friend.My second came years later, when we met again, and I fell for her. My third was letting her go, because I had to. Because a love like this wasn't built to withstand the winds coming in our direction.Love and timing.I didn't believe in either. Then there was you . . .",Romance,"      Then There Was You
      
          (Second Chances Duet #1)"
27,Leah Thomas,"When the Vasquez siblings’ father left, it seemed nothing could remedy the absence in their lives . . . until a shimmering figure named Luz appeared in the canyon behind their house.Luz filled the void. He shot hoops with seventeen-year-old Hank’s hands. He showed fourteen-year-old Ana cinematic beauty behind her eyelids. He spoke kindly to eight-year-old Milo. But then Luz left, too, and he took something from each of them. As a new school year begins, Ana, Hank, and Milo must carry on as if an alien presence never altered them. But how can they ever feel close to other people again when Luz changed everything about how they see the world and themselves? In an imaginative and heartfelt exploration of human—and non-human—nature, Leah Thomas champions the unyielding bonds between family and true friends.",Young Adult,      When Light Left Us
28,Kimberley Woodhouse,"
A New Series Begins for Lovers of History, Adventure, Romance, and Ancestry
A brand new series for fans of all things related to history, romance, adventure, faith, and family trees. Mary Chapman boards the Speedwell in 1620 as a Separatist seeking a better life in the New World. William Lytton embarks on the Mayflower as a carpenter looking for opportunities to succeed—and he may have found one when a man from the Virginia Company offers William a hefty sum to keep a stealth eye on company interests in the new colony. The season is far too late for good sailing and storms rage, but reaching land is no better as food is scarce and the people are weak. Will Mary survive to face the spring planting and unknown natives? Will William be branded a traitor and expelled? Join the adventure as the Daughters of the Mayflower series begins with The Mayflower Bride by Kimberley Woodhouse.  More to come in the Daughters of the Mayflower series:The Pirate Bride by Kathleen Y’Barbo - set 1725 New Orleans (coming April 2018)The Captured Bride by Michelle Griep - set 1760 during the French and Indian War (coming June 2018)",Historical,"      The Mayflower Bride
      
          (Daughters of the Mayflower #1)"
29,Lex Martin,"Reckless features Tori and Ethan and is a standalone companion to the USA Today bestseller Shameless.Tori…For the record, I’m not going to hook up with my boss.I'm a lot of things—a screwup, a basket case, a flunky. But when I take a nanny job to be near my pregnant sister, I swear to myself I’ll walk the straight and narrow, which means I cannot fall for my insanely hot boss.I don't want to be tempted by that rugged rancher. By his chiseled muscles or southern charm or the way he snuggles his kids at bedtime. Ethan Carter won't get the key to my heart, no matter how much I want him. Ethan…Between us, she's the last thing I need as I finalize my hellish divorce. What sane man trying to rebuild his life wants a hot nanny with long, sexy hair, curves for miles, and a smart mouth? A perfectly kissable, pouty mouth that I shouldn't notice.My focus is on my kids and my ranch, not the insufferable siren who sleeps in the room next to mine. It doesn't matter that she wins over my kids in a heartbeat or runs my life better than I do. Tori Duran is the one woman I can't have and shouldn't want, no matter how much I crave her.",Romance,      Reckless
30,Rachel Van Dyken,All is lost.All.I don't recognize myself in the mirror anymore.My thoughts are filled with hatred and dripping with rage.I've lost my soul.She took it to the depths of Hell with her and haunts me with images of what could have been.Sixty lives are mine to take.Sixty lives stand in the way of my vengeance.Sixty lives plus one more.Mine.When the last drop of blood falls — mine will be spilled.Only one person stands in the way.She doesn't realize I'll kill her too.I don't own a heart.And even if I did — I wouldn't fall prey to its lies again.I am Chase Abandonato.Heir to a legacy of betrayal.And I will kill them all.Even if it means pointing the gun at myself.A life for a life.A soul for a soul.Now I lay me down to sleep… I pray the Lord my soul to keep.Blood in. No out.The next stand alone in the internationally bestselling Eagle Elite Series. Check out rachelvandykenauthor.com for updates on this series or stand-alone reading order!,Romance,"      Eulogy
      
          (Eagle Elite #9)"
31,Avery Flynn,"Tyler Jacobson has a plan for everything—except how to handle his completely annoying, utterly frustrating, and totally sexy upstairs neighbor. He couldn't care less if Everly Ribinski thinks he's equally irritating—until he discovers she's the only one who can help him land a business deal that will finally make him feel like he's more than just a guy from the wrong side of the tracks. Color him shocked when Everly refuses to help, insisting she should have run him over in the parking garage when she had the chance. Harsh. But possibly deserved. Tyler may have spent the last few months reveling in annoying the fiery gallery owner with a dark past, but he's got secret leverage she can't refuse. If only one meeting didn't turn into a fake date that turned into more. Way more. Like naked and hot as hell more. The last thing either of them wants is to catch feelings for someone who is so obviously not their type. Good thing that will never happen. Right?Each book in the Harbor City series is STANDALONE:* The Negotiator* The Charmer* The Schemer",Romance,"      The Schemer
      
          (Harbor City #3)"
32,Camilla Isley,"Alice Brown fell in love with Jack the day she moved into her freshman dorm. Problem is, she’s been stuck in the friend zone ever since. After another meaningless breakup, she’s ready to confess her feelings to Jack.Jack Sullivan has mistaken friendship for love once before and has vowed never to do it again. A varsity sports player, he’s determined to enjoy college with no strings attached.Peter Wells is Jack’s best wingman. He enjoys his popularity as team captain and when he meets Alice, he’s ready to steal her heart.When Jack sees Alice and Peter together, jealousy hits him hard. But will he break his vow to never date a friend?Meet new characters and catch up with old ones in the second book in the Just Friends series.Friend Zone is part of the Just Friends new adult college romance series. Reading order:Book 1 Let’s Be Just FriendsBook 2 Friend ZoneBook 3 My Best Friend's BoyfriendBook 4 I Don't Want To Be Friends",New Adult,"      Friend Zone
      
          (Just Friends #2)"
33,Dannika Dark,"USA TODAY BESTSELLERRaven Black returns in another heart-pounding installment of the USA Today bestselling Crossbreed series. Vampire trafficking is a sinister business, and nobody knows that better than Keystone. After Raven discovers hidden clues in a cold case, the group sets a trap in hopes of catching an elusive criminal. But when the plan backfires, Raven’s world is thrown into chaos, and Christian’s loyalty is put to the ultimate test. Buried secrets come to light, and the only thing keeping Raven grounded is her insatiable thirst for vengeance. The stakes are high as they travel to a place where the landscapes are as treacherous as the immortals who live there. This time, there’s no room for mistakes. Will Raven have the courage to tame the violence in her heart before it swallows her whole?  THE CROSSBREED SERIES Book 1: Keystone Book 2: Ravenheart Book 3: Deathtrap Book 4: Gaslight Book 5: (TBA)",Fantasy,"      Gaslight
      
          (Crossbreed #4)"
34,A.J. Steiger,"Obviously I’m not what most people would describe as happy. But that has nothing to do with anything. Happiness is not a priority. Survival is.Alvie Fitz doesn’t fit in, and she doesn’t care. She’s spent years swallowing meds and bad advice from doctors and social workers. Adjust, adapt. Pretend to be normal. It sounds so easy.If she can make it to her eighteenth birthday without any major mishaps, she’ll be legally emancipated. Free. But if she fails, she’ll become a ward of the state and be sent back to the group home.All she wants is to be left alone to spend time with her friend, Chance, the one-winged hawk at the zoo where she works. She can bide her time with him until her emancipation. Humans are overrated anyway. Then she meets Stanley, a boy who might be even stranger than she is—a boy who walks with a cane, who turns up every day with a new injury, whose body seems as fragile as glass. Without even meaning to, she finds herself getting close to him. But Alvie remembers what happened to the last person she truly cared about.Her past stalks her with every step, and it has sharp teeth. But if she can find the strength to face the enemy inside her, maybe she’ll have a chance at happiness after all.",Young Adult,      When My Heart Joins the Thousand
