,author,description,genre,title
10,Changiz Lahidji,"Over 100 combat missions, 24 years as a Green Beret―Full Battle Rattle tells the legend of a soldier who served America in every war since Vietnam.Master Sergeant Changiz Lahidji served on Special Forces A teams longer than anyone in history, completing over a hundred combat missions in Afghanistan. Changiz is a Special Forces legend. He also happens to be the first Muslim Green Beret.Changiz served this country starting with Operation Eagle Claw in 1980, when he entered Tehran on a one-man mission to spy on Iranian soldiers guarding the US Embassy where 52 US diplomats were being held hostage. Three years later, he was in Beirut, Lebanon when a suicide car bomb exploded in front of the US Embassy killing 83 people. Weeks after that, he was shot by Hezbollah terrorists on a night mission.In Operation Iraqi Freedom, he led a convoy that was ambushed on its way to Fallujah. He was clearing houses in Mogadishu, Somalia on October, 1993 when a US Black Hawk helicopter was shot down 50 feet away from him in the incident that inspired Black Hawk Down. In 2002, he dressed as a farmer and snuck into Eastern Afghanistan and located Osama Bin Laden for the CIA.Along the way, Changiz earned numerous commendations, including the Special Forces Legion of Merit, Purple Hearts, and many others. Last year he was nominated for induction in Military Intelligence Hall of Fame and cited as “the finest noncommissioned officer to ever serve in Special Forces.”His story is an amazing tale of perseverance and courage, of combat and one man’s love of his adopted country.",Nonfiction,      Full Battle Rattle: My Story as the Longest-Serving Special Forces A-Team Soldier in American History
11,Catherine  Hewitt,"Catherine Hewitt's richly told biography of Suzanne Valadon, the illegitimate daughter of a provincial linen maid who became famous as a model for the Impressionists and later as a painter in her own right.In the 1880s, Suzanne Valadon was considered the Impressionists’ most beautiful model. But behind her captivating façade lay a closely-guarded secret.Suzanne was born into poverty in rural France, before her mother fled the provinces, taking her to Montmartre. There, as a teenager Suzanne began posing for—and having affairs with—some of the age’s most renowned painters. Then Renoir caught her indulging in a passion she had been trying to conceal: the model was herself a talented artist.Some found her vibrant still lifes and frank portraits as shocking as her bohemian lifestyle. At eighteen, she gave birth to an illegitimate child, future painter Maurice Utrillo. But her friends Toulouse-Lautrec and Degas could see her skill. Rebellious and opinionated, she refused to be confined by tradition or gender, and in 1894, her work was accepted to the Salon de la Société Nationale des Beaux-Arts, an extraordinary achievement for a working-class woman with no formal art training.Renoir’s Dancer tells the remarkable tale of an ambitious, headstrong woman fighting to find a professional voice in a male-dominated world.",Biography,      Renoir's Dancer: The Secret Life of Suzanne Valadon
12,Charlotte Jones Voiklis,"This middle-grade biography explores the life and works of Madeleine L'Engle --written by her granddaughters--coming just in time for the all-new A Wrinkle in Time film, directed by Ava DuVernay.This elegant and insightful biography of Madeleine L'Engle (1918-2007) was written by her granddaughters, Charlotte Jones Voiklis and Lena Roy. Using never-before-seen archival materials that include photographs, poems, letters, and journal entries from when Madeleine was a child until just after the publication of her classic, A Wrinkle in Time, her granddaughters weave together an in-depth and unique view of the famous writer. It is a story of overcoming obstacles--a lonely childhood, financial insecurity, and countless rejections of her writing--and eventual triumph. Becoming Madeleine will speak not only to fans of the icon's work, but also to anyone interested in writing.",Biography,      Becoming Madeleine: A Biography of the Author of a Wrinkle in Time by Her Granddaughters
13,Kyo Maclear,"A dazzling picture book biography of one of the world's most influential designers, Elsa Schiaparelli.
Elsa dared to be different, and her story will not only dazzle, it will inspire the artist and fashionista in everyone who reads it.
By the 1930s Elsa Schiaparelli had captivated the fashion world in Paris, but before that, she was a little girl in Rome who didn’t feel pretty at all. Bloom: A Story of Fashion Designer Elsa Schiaparelli is the enchanting story for young readers of how a young girl used her imagination and emerged from plain to extraordinary.As a young girl in Rome, Elsa Schiaparelli (1890–1973) felt “brutta” (ugly) and searched all around her for beauty. Seeing the colors of Rome’s flower market one day, young Elsa tried to plant seeds in her ears and nose, hoping to blossom like a flower. All she got was sick, but from that moment, she discovered her own wild imagination.In the 1920 and '30s, influenced by her friends in the surrealist art movement, Schiaparelli created a vast collection of unique fashion designs—hats shaped like shoes, a dress adorned with lobsters, gloves with fingernails, a dress with drawers and so many more. She mixed her own bold colors and invented her own signature shades, including shocking pink.Bloom: A Story of Fashion Designer Elsa Schiaparelli is a stunning and sophisticated picture book biography that follows Schiaparelli’s life from birth and childhood to height of success.Kyo Maclear and Julie Morstad (creators of Julia, Child) have gorgeously interpreted Schiaparelli’s life. Maclear tells a lyrical story with moments both poignant and humorous and Morstad’s elegant imagery saturates the pages with Schiaparelli-inspired shapes and colors.Informative backmatter and suggested further reading included.",Childrens,      Bloom: A Story of Fashion Designer Elsa Schiaparelli
14,Annette Bay Pimentel,"The inspiring story of the first female to run the Boston Marathon comes to life in stunningly vivid collage illustrations.Because Bobbi Gibb is a girl, she's not allowed to run on her school's track team. But after school, no one can stop her--and she's free to run endless miles to her heart's content. She is told no yet again when she tries to enter the Boston Marathon in 1966, because the officials claim that it's a man's race and that women are just not capable of running such a long distance. So what does Bobbi do? She bravely sets out to prove the naysayers wrong and show the world just what a girl can do.",Biography,      Girl Running: Bobbi Gibb and the Boston Marathon
15,Ki Longfellow,"Twenty three years ago Vivian Stanshall died in a fire, trapped in a north London flat. Drunk, he slept through his own death.Vivian was the ineffable, unflappable, elegant and irreverently funny frontman and songwriter for the Bonzo Dog Dada Band, a group of art students who’d created a band unlike any other band one could name - and still adored by thousands long after their short time in the sun was knocked on the head by Vivian himself. ""We were art students. We were Dada. We were making fun of the worst excesses of rock 'n roll. One day I looked around to discover we'd become what we were parodying."" Written by his wife of 18 years, an artist in her own right, this is a behind-the-scenes, beneath-the-sheets, under the bed tale of an actual genius – few who admired him would disagree. In many ways this is Vivian through his own private words gleaned from his personal journals. It’s also full of up close and revealing portraits of legends: Keith Moon, John Lennon, Paul McCartney, Jimi Hendrix, George Harrison, Steve Winwood, Stephen Fry, Michael Palin, John Peel, Joe Cocker, and so many more. But even more than all that, it’s an ART BOOK: crammed full of Vivian’s paintings, sketches, unpublished family photos, letters and poems.Vivian Stanshall was the last of the true Bohemians. This is also a tale of Dada, a mad sad glad voyage through life on a grand scale made by one of England’s greatest treasures: the genius who was Vivian Stanshall.(As Ki writes: all memory is Kurosawa's ""Rashomon"". These are her memories accompanied by Vivian's actual journals.)",Autobiography,      The Illustrated Vivian Stanshall: A Fairytale of Grimm Art
16,Barry Wittenstein," Barry Wittenstein clearly has a great sense of humor, because during the telling of this interesting story, he's made me laugh quite a lot. Certainly, I did not laugh when he began after Earle Dickson married his sweetheart, Josephine, and discovered that she had lots of small accidents, like tiny cuts when preparing dinner. And sad to say, all she had to stop the bleeding was a kitchen rag. Barry's father was a doctor so he knew all about infections, and Barry worked for a company that made hospital supplies. You could say he knew a thing or two. He devised a long strip of tape with some gauze every so often. Josephine loved it, just needed to cut off a strip to wrap her finger. It was an invention full of love, but that long strip became a problem! Wittenstein might have ended the story then, but no, more than once he ""almost"" wrote, ""The End"", yet he knew more he wanted to tell! This new ""bandage"" that helped with ""first aid"" was eventually named ""Band-Aid"". That long, long strip was labor intensive to produce, a shorter one was invented, and the rest was almost history. But not yet. That's where the humor continues. Now they had to figure out how to produce them faster. Then, there was a bigger problem, no one would buy them! Digging deeper, the author has created a story that really has no end. After the Dicksons passed away in this 21st century, companies have created all kinds of shapes, sizes, and colors. Also, now they can be found 'latex-free'. This story has not ended yet. I don't want to give it all away. It's a great story, shown in delightful, full-of-expression illustrations by Chris Hsu, in his first picture book. One must look carefully and one can spot more than one person in the illustrations who is in need, of a BANDAID! He even put bandaids, lots of them, on the end papers! There is more to the story than I've shared, and Barry Wittenstein has also added an author's note, a timeline of Earle Dickson's invention, plus a timeline of other medical inventions from the 1920s and 1930s with the questions: ""What can you find out about how these came to be?"" Terrific book!",Childrens,      The Boo-Boos That Changed the World: A True Story about an Accidental Invention (Really!)
17,Barb Rosenstock,"The incredible story of the world's largest visionary environment: the Rock Garden of Chandigarh, kept secret by outsider artist Nek Chand for fifteen years.After the partition of India in 1947, Nek Chand Saini settled in the city of Chandigarh, with nothing but stories brought from his homeland. Dismayed at his stark new surroundings, Nek began collecting river rocks, broken glass, and cracked water pots found on the roadside. He cleared a section of jungle and for seven years he stockpiled odds and ends. They were castoffs and rubbish to everyone else, but to Nek, they were treasures. He began to build a labyrinth of curving paths, mosaics, and repeating patterns: his very own tribute to the winding village of his youth, a hidden land of stories. Nek kept his kingdom secret for fifteen years, until a government crew stumbled upon it and sought to destroy it. But local fans agreed in awe: the Rock Garden had to be protected. Author Barb Rosenstock introduces readers to the outsider artist's stunning creation, while Claire A. Nivola's illustrations bring to life the land's natural beauty and the surreal world Nek coaxed from his wild landscape.",Childrens,"      The Secret Kingdom: Nek Chand, a Changing India, and a Hidden World of Art"
18,Bill Kimberlin,"Bill Kimberlin may refer to himself as ""one of those names on the endless list of credits at the close of blockbuster movies."" In reality though, he's a true insider on some of the most celebrated and popular movies and franchises of the past century. Jurassic Park. Star Trek. Jumanji. Schindler's List. Saving Private Ryan. Even Forrest Gump. And perhaps most notably, Star Wars. Inside the Star Wars Empire is the very funny and insightful tell-all about the two decades Kimberlin spent as a department director at LucasFilm Industrial Light and Magic (ILM), the special effects studio founded by the legendary filmmaker George Lucas.",Media Tie In,      Inside the Star Wars Empire: A Memoir
19,Dave Eggers,"From the best-selling author of The Circle, the true story of a young Yemeni-American man, raised in San Francisco, who dreams of resurrecting the ancient art of Yemeni coffee but finds himself trapped in Sana'a by civil war--and his riveting tale of escape.Mokhtar Alkhanshali grew up in San Francisco, one of seven siblings brought up by Yemeni immigrants in a tiny apartment. At age twenty-four, unable to pay for college, he works as a doorman, until a statue of an Arab raising a cup of coffee awakens something in him. He sets out to learn the rich history of coffee in Yemen and the complex art of tasting and identifying varietals. He travels to Yemen and visits countless farms, collecting samples, eager to bring improved cultivation methods to the countryside. And he is on the verge of success when civil war engulfs Yemen in 2015. The US Embassy closes, Saudi bombs began to rain down on the country, and Mokhtar is trapped in Yemen. Desperate to escape, he embarks on a passage that has him negotiating with dueling political factions and twice kidnapped at gunpoint. With no other options, he hires a skiff to take him, and his coffee samples, across the Red Sea. A heart-pounding true story that weaves together the history of coffee, the ongoing Yemeni civil war, and the courageous journey of a young man--a Muslim and a US citizen--following the most American of dreams.",Nonfiction,      The Monk of Mokha
20,Patrisse Khan-Cullors,"A poetic and powerful memoir about what it means to be a Black woman in America—and the co-founding of a movement that demands justice for all in the land of the free.Raised by a single mother in an impoverished neighborhood in Los Angeles, Patrisse Khan-Cullors experienced firsthand the prejudice and persecution Black Americans endure at the hands of law enforcement. For Patrisse, the most vulnerable people in the country are Black people. Deliberately and ruthlessly targeted by a criminal justice system serving a white privilege agenda, Black people are subjected to unjustifiable racial profiling and police brutality. In 2013, when Trayvon Martin’s killer went free, Patrisse’s outrage led her to co-found Black Lives Matter with Alicia Garza and Opal Tometi.Condemned as terrorists and as a threat to America, these loving women founded a hashtag that birthed the movement to demand accountability from the authorities who continually turn a blind eye to the injustices inflicted upon people of Black and Brown skin. Championing human rights in the face of violent racism, Patrisse is a survivor. She transformed her personal pain into political power, giving voice to a people suffering in equality and a movement fueled by her strength and love to tell the country—and the world—that Black Lives Matter.When They Call You a Terrorist is Patrisse Khan-Cullors and asha bandele’s reflection on humanity. It is an empowering account of survival, strength and resilience and a call to action to change the culture that declares innocent Black life expendable.",Nonfiction,      When They Call You a Terrorist: A Black Lives Matter Memoir
21,Catherine Kerrison,"
The remarkable untold story of Thomas Jefferson's three daughters - two white and free, one black and enslaved - and the divergent paths they forged in a newly independent America.
Thomas Jefferson had three daughters: Martha and Maria by his wife, Martha Wayles Jefferson, and Harriet by his slave Sally Hemings. In Jefferson's Daughters, Catherine Kerrison, a scholar of early American and women's history, recounts the remarkable journey of these three women - and how their struggle to define themselves reflects both the possibilities and the limitations that resulted from the American Revolution. Although the three women shared a father, the similarities end there. Martha and Maria received a fine convent school education while they lived with their father during his diplomatic posting in Paris - a hothouse of intellectual ferment whose celebrated salonnières are vividly brought to life in Kerrison's narrative. Once they returned home, however, the sisters found their options limited by the laws and customs of early America. Harriet Hemings followed a different path. She escaped slavery - apparently with the assistance of Jefferson himself. Leaving Monticello behind, she boarded a coach and set off for a decidedly uncertain future. For this groundbreaking triple biography, Kerrison has uncovered never-before-published documents written by the Jefferson sisters when they were in their teens, as well as letters written by members of the Jefferson and Hemings families. She has interviewed Hemings family descendants (and, with their cooperation, initiating DNA testing) and searched for possible descendants of Harriet Hemings.The eventful lives of Thomas Jefferson's daughters provide a unique vantage point from which to examine the complicated patrimony of the American Revolution itself. The richly interwoven story of these three strong women and their fight to shape their own destinies sheds new light on the ongoing movement toward human rights in America - and on the personal and political legacy of one of our most controversial Founding Fathers.",Nonfiction,"      Jefferson's Daughters: Three Sisters, White and Black, in a Young America"
