,author,description,genre,title
16,Elizabeth Moon,"In this new military sci-fi thriller from the author of Cold Welcome, space fleet commander Kylara Vatta uncovers deadly secrets on her latest mission--shedding light on her own family's past.As Admiral Kylara Vatta learned after she and a shipfull of strangers were marooned on an inhospitable arctic island, the secrets she and her makeshift crew uncovered were ones someone was ready to kill to keep hidden. Now, the existence of the mysterious arctic base has been uncovered, but much of the organization behind it still lurks in the shadows. And it is up to the intrepid Ky to force the perpetrators into the light, and finally uncover decades worth of secrets--some of which lie at the very heart of her biggest family tragedy.",Science Fiction,"      Into the Fire
      
          (Vatta's Peace #2)"
17,Ruby Dixon,"My tribesmates don’t understand her. The other humans think she’s weak. But no one knows my mate like I do. They don’t see her gentle heart or her brave spirit. I know why she struggles. I know how strong she is. And I know I’ll do anything to make her smile. But can I convince her that she can be happy in this strange new world with me? This story explores the long-awaited romance of Ariana and Zolaya. Even though it is a ‘flashback’ to the beginning of the Ice Planet Barbarians series, it can be read out of order. Enjoy!",Romance,"      Barbarian's Beloved
      
          (Ice Planet Barbarians #18)"
18,E.J. Swift,"The  Time Machine  meets  Midnight In Paris Determined to escape her old life, misfit and student geologist Hallie packs up her life in England and heads to Paris. She falls in with the eclectic expat community as a bartender at the notorious Millie’s, located next to the Moulin Rouge.Here she meets Gabriela, a bartender who guides her through this strange nocturnal world, and begins to find a new family. But Millie’s is not all that it seems: a bird warns Hallie to get her feathers in order, a mysterious woman shows up claiming to be a chronometrist, and Gabriela is inexplicably unable to leave Paris.Then Hallie discovers a time portal located in the keg room. Over the next nine months, irate customers will be the least of her concerns, as she navigates time-faring through the city’s turbulent past and future, falling in love, and coming to terms with her own precarious sense of self.",Science Fiction,      Paris Adrift
19,Amanda Milo,"Someone’s using me as leverage against my family. I was your average citizen, innocent of any crime worth going to prison for, and yet here I am.But this isn’t a regular prison ship.*Torture.*Experiments.They alter me. And when the ship crashes on an alien planet, some of my new abilities come in quite handy—it’s the side effects that aren’t entirely welcome.Not by me, anyway. The tribe of aliens that have taken me captive?They don’t seem to mind.The Valos of Sonhadra series is the shared vision of nine scifi and fantasy romance authors. Each book is a standalone with a guaranteed Happy Ever After and can be read in any order.***Note: Explicit content, sexual situations, and language warning. 44K word novel.",Science Fiction,"      Alluvial
      
          (Valos of Sonhadra #1)"
20,Pippa DaCosta,"A new space fantasy reverse harem series where the guys are hot, the perils are many, and one rebel messenger holds the key to the survival of the human race. Lies aren't her only weapons against the fae... In the Halow system, one of Earth’s three sister star systems, tek and magic—humans and fae—are at war. Kesh Lasota is a ghost in the machine. Invisible to tek, she’s hired by the criminal underworld to carry illegal messages through the Halow system. But when one of those messages kills its recipient, Kesh finds herself on the run with a bounty on her head and a quick-witted marshal on her tail. Proving her innocence should be straightforward. Until a warfae steals the evidence she needs. The fae haven’t been seen in Halow in over a thousand years. And this one—a brutally efficient killer able to wield tek—should not exist. But neither should Kesh. As Kesh’s carefully crafted lie of a life crumbles around her, she knows being invisible is no longer an option. To hunt the warfae, to stop him from destroying a thousand-year fragile peace, she must resurrect the horrors of her past. Kesh Lasota was a ghost. Now she’s back, and there’s only one thing she knows for certain: Nobody shoots the messenger and gets away with it. IMPORTANT: The Messenger series is a reverse harem. The harem elements develop during the series. This series does NOT feature a love triangle.",Fantasy,"      Shoot the Messenger
      
          (The Messenger Chronicles #1)"
21,Jasmine Gower,"Daisy's starting a new job and stylish city life, but mage-hunters out for her dark magic threaten to destroy her vogue image.  In the flourishing metropolis of Soot City (a warped version of 1920s Chicago), progressive ideals reign and the old ways of magic and liquid mana are forbidden. Daisy Dell is a Modern Girl - stylish, educated and independent - keen to establish herself in the city but reluctant to give up the taboo magic inherited from her grandmother.Her new job takes her to unexpected places, and she gets more attention than she had hoped for. When bounty hunters start combing the city for magicians, Daisy must decide whether to stay with her new employer - even if it means revealing the grim source of her occult powers.File Under: Fantasy",Fantasy,      Moonshine
22,Kaethe Schwehn,"When ninety-five percent of the world’s population disappears for no apparent reason, Mira does what she can to create some semblance of a life: She cobbles together a haphazard community named Zion, scavenges the Piles for supplies they might need, and avoids loving anyone she can’t afford to lose. Four years after the Rending, Mira has everything under control. Almost. Then Mira’s best friend, Lana, announces her pregnancy, the first in this strange world and a new source of hope for Mira. But Lana gives birth to an inanimate object—and soon other women of Zion do, too—and the thin veil of normalcy Mira has thrown over her new world begins to fray. As the community wrestles with the presence of these Babies, a confident outsider named Michael appears, proselytizing about the world outside Zion. He lures Lana away and when she doesn’t return, Mira has to decide how much she’s willing to let go in order to save her friend, her community, and her own fraught pregnancy.",Fiction,      The Rending and the Nest
23,Michael Andreasen,"Bewitching and playful, with its feet only slightly tethered to the world we know, The Sea Beast Takes a Lover explores hope, love, and loss across a series of surreal landscapes and wild metamorphoses. Just because Jenny was born without a head doesn't mean she isn't still annoying to her older brother, and just because the Man of the Future's carefully planned extramarital affair ends in alien abduction and network fame doesn't mean he can't still pine for his absent wife. Romping through the fantastic with big-hearted ease, these stories cut to the core of what it means to navigate family, faith, and longing, whether in the form of a lovesick kraken slowly dragging a ship of sailors into the sea, a small town euthanizing its grandfathers in a time-honored ritual, or a third-grade field trip learning that time travel is even more wondrous--and more perilous--than they might imagine.Andreasen's stories are simultaneously daring and deeply familiar, unfolding in wildly inventive worlds that convey our common yearning for connection and understanding. With a captivating new voice from an incredible author, The Sea Beast Takes a Lover uses the supernatural and extraordinary to expose us at our most human.",Short Stories,      The Sea Beast Takes a Lover: Stories
24,W. Michael Gear,"From the bestselling co-author of the People novels comes a riveting science fiction adventure on a planet with danger around every cornerDonovan: A world of remarkable wealth, habitable, with a breathable atmosphere, water, and a salubrious climate. Call it a dream come true. A dream? Or a nightmare? Donovan's wealth comes at a price. For Donovan lies thirty light years away--a two-year journey that few survive.When Turalon arrives in orbit, Supervisor Kalico Aguila discovers a failing colony, it's government overthrown, and the few colonists left now gone wild. For Kalico, Donovan offers the chance of a lifetime: one desperate spin of the wheel that will leave her the most powerful woman in the solar system. Or dead.Planetside, Talina Perez is one the three rulers of Port Authority--the only remnant of a town on Donovan. She's the only law left, and now a Corporate ship has appeared in orbit and is demaning answers about things she's done in the name of survival. Perez is about to lose everything, including her life, when Kalico lands with her Marines.For Dan Wirth, Donovan is a last chance. A psychopath with a death sentence looming over his head, he can't wait to set foot on Port Authority. He will make one desperate play to grab a piece of the action. No matter who he has to corrupt, murder, or destroy.Captain Max Taggart has been The Corporation's ""go to"" guy when it comes to brutal enforcement. As the situation in Port Authority deteriorates, he'll be faced with committing mass murder in order to dominate the wild Donovanians. Only Talina Perez stands in his way. Or. God forbid, is he getting squeamish in his old age?Just as matters spiral out of control, a ghost ship, the Freelander,  appears in orbit. Missing for two years, she arrives with a crew dead of old age, and reeks of a bizarre death-cult ritual that forewarns any ship from making the return journey to Solar System.Does anyone dare space back on Turlon with her wealth of ore, ceramic, gems, and gold? Or do they take their chances on a deadly planet that kills three out of four colonists?And in the meantime, a brutal killer is stalking all of them, for Donovan plays its own complex and deadly game. One whose secrets are hidden in Talia Perez's very blood. A game which will change everything, forever.",Science Fiction,"      Outpost
      
          (Donovan Trilogy #1)"
25,Poppy Rhys,"They can't break me.I wasn't prepared for what came after I got arrested and sent to prison. Finding my sister in that hellhole should've been easy.I wasn't prepared to survive an alien planet straight out of a prehistoric nightmare. Facing my fears to withstand the creatures that wanted to eat me, and the four alien men that watched me like a morsel they wanted to sink their teeth into...I wasn't prepared for any of it.But I sure as hell wouldn't let it break me.This story contains a reverse harem (m/m/f/m/m) of fish-man, element wielding, alien heroes, mature content, violence, and probably too much language!Part of the Valos of Sonhadra collaboration project with eight other amazing authors! ",Science Fiction,"      Tempest
      
          (Valos of Sonhadra #2)"
26,Eric Walters,"In a world with no power, chaos soon descends. A powerful look at the disintegration of society in the wake of a massive and mysterious outage that has knocked out all modern amenities.Fifteen-year-old Emma has moved house with her ex-Marine mother and younger brother. It's a brand-new condo building, which explains the semi-regular power outages, as workers complete the units around them. So Emma isn't particularly concerned when the latest blackout hits just as they are preparing to leave town on a long weekend camping trip. But then the car won't start, and their cellphones appear dead -- and all the cars outside their building seem to be stalled in a long traffic jam ...In the midst of what appears to be a massive power outage, with their camping gear packed and ready, Emma and her family canoe over to the islands, just offshore, to wait it out. But while they land on an isolated island, with a relatively hidden site, they are far from safe, as people become increasingly desperate to find food and shelter. And as the days pass, and the power remains out, the threat of violence becomes all too real.",Young Adult,"      Fourth Dimension
      
          (The Rule of Three)"
27,Regine Abel,"When the penitentiary ship she's incarcerated in gets sucked into an anomaly, Lydia barely survives the crash onto an alien planet. Only the sadistic experiments performed on her by the prison's scientist allow her to survive this harsh and dangerous world. The future looks grim until she stumbles upon a magnificent city of ice and its most unusual inhabitant.Kai is fascinated by the delicate stranger fallen from the stars with the power to bring his hibernating city back to life. She stirs emotions long forgotten by his frozen heartstone. Can she be the salvation of his people or will the trap set by the Creators bring about their collective doom?This book is standalone.-------------------------------------------------For more books in the Valos of Sonhadra Series, check out:Poppy Rhys - Tempest (Valos of Sonhadra #1)Amanda Milo - Alluvial (Valos of Sonhadra #2)Nancey Cummings - Blazing (Valos of Sonhadra #3)Ripley Proserpina - Whirlwind (Valos of Sonhadra #4)Naomi Lucas - Radiant (Valos of Sonhadra #5)Isabel Wroth - Shadowed (Valos of Sonhadra #6)Tiffany Roberts - Undying (Valos of Sonhadra #7)Marina Simcoe - Enduring (Valos of Sonhadra #8)Regine Abel - Unfrozen (Valos of Sonhadra #9)",Science Fiction,"      Unfrozen
      
          (Valos of Sonhadra #9)"
28,Melissa  West,"They’re running out of time…Sixteen-year-old alien Val Stone was born for one mission—to kill teenage Randolf “Rolf” Cartier before he fulfills an age-old prophecy, becomes the future American president, and murderers thousands of her kind. Val is ready to sacrifice herself for the good of her people. She knows every aspect of Rolf’s life and is prepared to strike.But what she doesn’t know is that Rolf’s been watching her, too. Waiting for her. Ready to defeat her and save himself. Only when the day arrives, doubt overcomes purpose, and they discover the prophecy was all a hoax.Oh, and they can’t seem to stop thinking about each other.Now they’re running against the clock, desperate to reveal who created the fake prophecy before tensions erupt and there's nothing left but the memory of a species called human.",Young Adult,"      Surge
      
          (The Taking 0.5)"
29,Gini Koch,"With the human population growing and alien refugees pouring in from around the galaxy, Earth is becoming too overcrowded to sustain itself--and the solar system is filling up with the alien overflow. Advanced technology from the Alpha Centauri and Vatusan systems offers one possible solution. It's time to explore new planets and see if any uninhabited ones can be claimed. The President and First Lady, aka Jeff and Kitty Katt-Martini, aren't supposed to be on this mission, but what looks like a snafu during a political photo op on the newly christened Distant Voyager spaceship turns out to be a call for help from a planet that might be Earth's salvation...or its destruction. The discovery of a world at the opposite end of the galaxy that seems like it could be a twin to Earth creates the usual issues for Kitty & Company. It also raises questions of Z'porrah and Ancient influence--not to mention cloning, the multiverse, and, scariest of all, whether or not the Black Hole Universe Police are starting to take too much of an interest in this particular universe.",Science Fiction,"      Aliens Abroad
      
          (Katherine ""Kitty"" Katt #16)"
30,Nancey Cummings,"Lucie is a survivor. She survived a fire that took her family and she survived three hellish years in prison. She even survived being sucked through a wormhole and crashing into an alien planet. They called her lucky but it was more than luck. All she wants is to go home. She wants her life back and nothing will stop her: not prison, not an alien planet and not three strangely hot aliens determined to claim her. Sarsen, Ertale and Asche spent the last thousand years waiting for release from their bonds. When the little female bursts into their lives, she frees them from their unending servitude and ignites the fire in their heartstones. Now she thinks she can just leave them behind? No. The trio will do whatever it takes to make Lucie understand that she belongs to them. She denies the heat in their eyes but she can’t deny the scorching fire in their kisses.",Science Fiction,"      Blazing
      
          (Valos of Sonhadra #3)"
31,Dan Wells,"From Dan Wells, author of the New York Times bestselling Partials Sequence and the John Cleaver series, comes the third and final book in the dark, pulse-pounding, sci-fi neo-noir series that began with the acclaimed novel Bluescreen.For all the mysteries teen hacker Marisa Carneseca has solved, there has been one that has always eluded her: the truth behind the car accident in which she lost her arm and a mob boss’ wife, Zenaida de Maldonado, lost her life. Even in a world where technology exists to connect everyone’s mind to one another, it would seem that some secrets can still remain hidden.Those secrets rise violently to the surface, however, when Zenaida de Maldonado’s freshly severed hand shows up at the scene of a gangland shooting. If Zenaida is—or was—still alive, it means there’s even more about Marisa’s past that she doesn’t know. And when she and her friends start digging, they uncover a conspiracy that runs from the slums of Los Angeles to the very top of the world’s most powerful genetic engineering firm. If Mari wants the truth, she’s going to have to go through genetically enhanced agents, irritatingly attractive mob scions, and some bad relationships to get it.Dan Wells’s widely acclaimed series continues with his most shocking, pulse-pounding, and visionary story yet.",Science Fiction,"      Active Memory
      
          (Mirador #3)"
32,Kieron Gillen,"Aphra's back with a brand-new plan that's guaranteed to pay! There's just one teensy problem... it involves surrounding herself with some of the galaxy's biggest baddies. And they don't like the not-so-good doctor's tricks! Her mission to make quick credits by auctioning off an ancient Jedi artifact will start well... and end badly. And that's just when a dark figure from Aphra's past decides to make an appearance! Plus, a solo focus on Aphra's Wookiee shadow, Black Krrsantan! Find out why this beastly bounty hunter is as frightening as they say... and then some! COLLECTING: STAR WARS: DOCTOR APHRA 9-13, ANNUAL",Sequential Art,"      The Enormous Profit
      
          (Star Wars: Doctor Aphra #2)"
33,Naomi Lucas,"Yahiro never thought she would end up in prison. Let alone on a prison ship where escape was impossible. But none of that mattered anymore because while she was curled up in the corner of her cell, the lights went out.And when they turned back on it was worse.Ending up on a planet—one so different than Earth—greeted by the screams of those who were injured in the crash and the corpses of those who didn't make it, she sets off with the survivors in hopes of finding a way home.What she finds instead are three golden aliens that won't let her out of their sight, a city on the back of a giant beast, and a ghost world that will never let her leave.",Science Fiction,"      Radiant
      
          (Valos of Sonhadra #5)"
34,Ripley Proserpina,"Aveline got what she deserved. An unlucky thief, she’s been caught and imprisoned on the Interstellar Penitentiary System station. For the rest of her natural life, she’ll be an unwilling subject in whatever experiments the psychopathetic Earth government scientists choose to use her for. But Aveline’s luck is about to change. When a wormhole opens near the space station, Aveline is sucked out of hell and into a world she never knew existed—Sonhadra. And she’s not alone. Locked away by a species known only as The Creators, the Ventos, a race of air elementals, have lived a half-life—alive but unaware of the passage of time, or who they are. Until Aveline arrives. The last four Ventos in Sonhandra, Aaddhar, Branesh, Ettan, and Thanasis, are awake now, and Aveline holds their hearts in her thieving little hands. Faced with a world utterly changed and unfamiliar, they decide to forge a new one. Together, they’ll create world of freedom and joy, and if the five of them are the only ones who enjoy it, that’s fine with the Ventos. But Aveline didn’t arrive alone. The person at the heart of her downfall, the one who pushed her onto the path that led to loss and pain, has fallen through the wormhole as well. And she threatens everything Aveline and her Ventos have created. Will they be strong enough to survive the threat they now face? Or will the Ventos be sent back into oblivion and Aveline into hell?",Science Fiction,"      Whirlwind
      
          (Valos of Sonhadra #4)"
35,Isabel Wroth,"Deja thought she could fear nothing more than the daily treatments she received during her imprisonment on the Concord. The horrible experiments which rack her body with unimaginable, searing pain. But she discovers the true meaning of terror as she clings to life pod’s harness while plummeting toward the surface of an unknown planet.Struggling to outrun the beasts hunting her, fighting to outrun the light, Deja hastens for the only cover she can find — between the feet of a giant stone statue. Only statues aren’t supposed to move, or wrap you in their arms and carry you off INTO SHADOW…",Science Fiction,"      Shadowed
      
          (Valos of Sonhadra #6)"
36,Dayton Ward,"An original novel based upon the explosive new Star Trek TV series on CBS All Access!It is 2246, ten years prior to the Battle at the Binary Stars, and an aggressive contagion is ravaging the food supplies of the remote Federation colony Tarsus IV and the eight thousand people who call it home. Distress signals have been sent, but any meaningful assistance is weeks away. Lieutenant Commander Gabriel Lorca and a small team assigned to a Starfleet monitoring outpost are caught up in the escalating crisis, and bear witness as the colony’s governor, Adrian Kodos, employs an unimaginable solution in order to prevent mass starvation.While awaiting transfer to her next assignment, Commander Philippa Georgiou is tasked with leading to Tarsus IV a small, hastily assembled group of first responders. It’s hoped this advance party can help stabilize the situation until more aid arrives, but Georgiou and her team discover that they‘re too late—Governor Kodos has already implemented his heinous strategy for extending the colony’s besieged food stores and safeguarding the community’s long-term survival.In the midst of their rescue mission, Georgiou and Lorca must now hunt for the architect of this horrific tragedy and the man whom history will one day brand “Kodos the Executioner”….",Media Tie In,"      Drastic Measures
      
          (Star Trek: Discovery #2)"
