,author,description,genre,title
10,Shea Fontana,"From the highly successful multimedia pop culture property comes DC SUPER HERO GIRLS: DATE WITH DISASTER!, starring one of its most popular characters, Batgirl.Catwoman is out alone on the prowl one night when KABOOM--an explosion at S.T.A.R. Labs rouses the other girls from their slumber. Star students Batgirl and Lois Lane both know the lab incident is fishy, and they meet later to share clues. But nothing could've prepared Batgirl for what they see next--Batgirl's dad on a date!Batgirl is grossed out until her friends convince her Dads get lonely, too. And with the school dance coming up and everyone pairing off--heck, even Principal Waller has a date with a guy named Deadshot--maybe it'll be okay just this once. The girls place a personal ad for Commissioner Gordon while they delve deeper into the mystery surrounding the explosion, but they're about to discover more than who is behind the attack on S.T.A.R. Labs. Could it be that posting an ad looking for dates for the commissioner is like advertising catnip for criminals?DC SUPER HERO GIRLS: DATE WITH DISASTER! continues to develop the relationships forged in DC SUPER HERO GIRLS: FINALS CRISIS, HITS AND MYTHS, SUMMER OLYMPUS, PAST TIMES AT SUPER HERO HIGH and OUT OF THE BOTTLE. Written by Shea Fontana, this Batgirl-centric story is perfect for girls ages 6-12.The DC Super Hero Girls line is an exciting new universe of super-heroic storytelling that help .",Sequential Art,"      DC Super Hero Girls: Date with Disaster!
      
          (DC Super Hero Girls Graphic Novels #6)"
11,Kristine Carlson Asselin,"Two girls trade places in time to solve a legendary art heist across two centuries! As the daughter of a caretaker for a mansion-turned-museum, twelve-year-old Hannah Jordan has spent nearly all her life steeped in the history of the Gilded Age of Newport, Rhode Island. The Elms, the mansion where her dad works (and they both live), is one of the most esteemed historical properties on famed Bellevue Avenue. Mysterious legends and priceless artifacts clutter every inch of the marble floors and golden walls, but Hannah is most drawn to the reproduction portrait of Maggie Dunlap, the twelve year-old subject of a famous painting stolen in a legendary art heist on the day of its scheduled unveiling in 1905. Hannah dreams of how glamorous life must have been for the young oil-heiress, Maggie, at the turn of the century, but she never expects she’ll have a chance to experience it herself… until the day a mysterious mirror allows the two girls to change places in time! In 1905, Hannah races to stop the art heist from happening—something she is convinced will allow the girls to trade back to their own eras—while in current times, Maggie gets a hilarious introduction to the modern digital age and a new perspective on women's roles in society while reveling in the best invention of all: sweatpants. So long corsets! As the hours tick off to the recorded moment of the legendary art heist, something’s not adding up. Can the girls work together against time—and across it—to set things right... or will their temporary swap become a permanent trade?",Childrens,      The Art of the Swap
12,Sally J. Pla,"This novel features comic trivia, a safety superhero, and a super-cool scavenger hunt all over downtown San Diego, as our young hero Stanley Fortinbras grapples with his anxiety—and learns what, exactly, it means to be brave.Nobody knows comics trivia like Stanley knows comics trivia.It’s what he takes comfort in when the world around him gets to be too much. And after he faints during a safety assembly, Stanley takes his love of comics up a level by inventing his own imaginary superhero, named John Lockdown, to help him through.Help is what he needs, because Stanley’s entered Trivia Quest—a giant comics-trivia treasure hunt—to prove he can tackle his worries, score VIP passes to Comic Fest, and win back his ex-best friend. Partnered with his fearless new neighbor Liberty, Stanley faces his most epic, overwhelming, challenging day ever.What would John Lockdown do?Stanley’s about to find out.",Childrens,      Stanley Will Probably Be Fine
13,Anna Walker,"Florette: meaning a small flower, and the Latin name for a Roman goddess of flowers.Anna Walker never ceases to amaze me. Not only has she written the sweetest little picture book, but she has also illustrated some of the most stunning images that I've ever seen; Floretteis a true piece of art. What's more the combination of Walker's simply but elegant text and her beautiful illustrations ensure that the story's heart and gentle nature is capture perfectly on every single page.Floretteis a book about change, patience, persistence and adaptability. Here is a small child whose whole life has been surrounded by luscious gardens and space now confined into a small apartment in a sprawling urban city. With the loss of her beloved garden, Mae tries to reconnect and recreate her oasis to no avail. Until she finds a new one, all of her own making.It's a book that speaks from the heart; a sweet book about a young girl's desire for her beloved garden and the road she takes to establish one of her own. It's a perfect learning tool for young kids, and one that will hopefully inspire others.Walker's illustrations are second to none, and some I find myself often seeking out time and time again. No matter how many times I've read this book now, there is always something new and exciting to discover within the folds of the pages. It's a sensory overload of the best kind.With subtle environmental notes, Florette is an extraordinary tale for young children and adults alike. Here is a book that speaks of childhood innocence and longing, about our place in the world and the love and care we have for it. It seeks to illustrate how limited our relationship with nature has become and all it takes is that one spark for hope to grow.Florette is a beautiful and one of a kind picture book that will leave you with a smile on your face and a desire to harvest your own picturesque garden in no time.**As a girl with no green thumb, post reading this book I've found myself gazing at the smallest of pot plants and watching it slowly but lovingly grow.This review was originally posted at The Never Ending Bookshelf and can be found here: http://wp.me/p3yY1u-18B",Childrens,      Florette
14,Shannon Hitchcock,"A heartening story of two girls who discover their friendship is something more. But how, among their backward town, will Sam and Allie face what they know is true about themselves? Welcome to Daniel Boone Middle School in the 1970s, where teachers and coaches must hide who they are, and girls who like girls are forced to question their own choices. Presented in the voice of a premier storyteller, One True Way sheds exquisite light on what it means to be different, while at the same time being wholly true to oneself. Through the lives and influences of two girls, readers come to see that love is love is love. Set against the backdrop of history and politics that surrounded gay rights in the 1970s South, this novel is a thoughtful, eye-opening, look at tolerance, acceptance, and change, and will widen the hearts of all readers.",Childrens,      One True Way
15,Pádraig Kenny,"Christopher is 'Proper': a real boy with a real soul, orphaned in a fire. He works for an engineer, a maker of the eccentric, loyal and totally individual mechanicals who are Christopher's best friends. But after a devastating accident, a secret is revealed and Christopher's world is changed for ever... What follows is a remarkable adventure, as Christopher discovers who he really is, and what it means to be human.",Childrens,      Tin
16,Gigi D.G.,"The quest to save Dreamside continues! After a surprise attack at sea, Cucumber finds himself in the Ripple Kingdom, home to white sand, blue waves . . . oh yeah, and the giant, terrible squid monster holding Almond and Sir Carrot captive. Can our so-called ""legendary hero"" rescue his companions from the nefarious Splashmaster?Nah, probably not.Good thing Princess Nautilus is here! With her wit, charm, and positive attitude, there's no way they can lose. But saving the day won't be as simple as it seems once a 500,000-year-old secret comes to light . . .Adapted from Gigi D.G.'s popular webcomic series of the same name, Cucumber Quest: The Ripple Kingdom is the second book of a clever, adorable, and hilarious four-volume heroic adventure that is sure to make you hungry for sweets and action.",Sequential Art,"      Cucumber Quest: The Ripple Kingdom
      
          (Cucumber Quest #2)"
17,Charlotte Jones Voiklis,"This middle-grade biography explores the life and works of Madeleine L'Engle --written by her granddaughters--coming just in time for the all-new A Wrinkle in Time film, directed by Ava DuVernay.This elegant and insightful biography of Madeleine L'Engle (1918-2007) was written by her granddaughters, Charlotte Jones Voiklis and Lena Roy. Using never-before-seen archival materials that include photographs, poems, letters, and journal entries from when Madeleine was a child until just after the publication of her classic, A Wrinkle in Time, her granddaughters weave together an in-depth and unique view of the famous writer. It is a story of overcoming obstacles--a lonely childhood, financial insecurity, and countless rejections of her writing--and eventual triumph. Becoming Madeleine will speak not only to fans of the icon's work, but also to anyone interested in writing.",Biography,      Becoming Madeleine: A Biography of the Author of a Wrinkle in Time by Her Granddaughters
18,Galia Bernstein,"A simple housecat named Simon encounters some bigger cats: Lion, Puma, Panther, Tiger, and Cheetah. Each of the big cats has something to say about Simon not being “cat” enough. According to them, he just doesn’t measure up. He doesn’t have Lion’s mane or Cheetah’s spots. He doesn’t sleep in trees like Panther or climb mountains like Puma. He’s small and fuzzy, not big and strong. But ultimately, Simon shows the big cats that he’s just like them . . . only smaller.   A celebration of both individuality and community, I Am a Cat is a strong debut that shows we’re all more alike than we think . . . if we look closely enough.  ",Childrens,      I Am a Cat
19,Bunmi Laditan,"Bunmi Laditan and Tom Knight's The Big Bed is a witty and funny story about a savvy young girl who attempts to- not so subtly!- move her dad out of the 'big bed' so she can sleep with her mom. As a mom with a three year old who would often like nothing more than to sleep in our 'big bed', I could absolutely relate and happily giggled my way through the picture book.In The Big Bed, we meet our young protagonist who has a major issue she needs to discuss with her father: who gets to have Mommy during the night? The young girl presents her father with all the ways he's great during the daytime, but nighttime is another matter. The little girl wants to sleep in her parents bed- well, in the big bed with her mommy- and cannot fathom why this might be a problem. Why, the girl wonders, can't her grandma tuck her father in at night? Why does her father mind when she accidentally pees a little in bed? A little pee-pee never hurt anyone- and in fact, readers learn, pee-pee will keep scary bears away! Why can't her daddy just- maybe, possibly- let her sleep in the big bed along with mom while he sleeps on....a cot? A COT! Yes, the perfect solution for EVERYONE, the girl thinks! We'll even buy new nice sheets for the cot for daddy to enjoy! As her mom laughs hysterically at the idea and dad smiles (and probably marvels) his way through his daughter's detailed presentations, readers get to go along for a very entertaining story.Overall, what a fun read; cleverly written and perfectly matched with bright, wonderfully expressive and lively illustrations! Parents with young kids who are facing sleeping issues might especially relate and find great humour in Laditan and Knight's story, but The Big Bed stands on its own as a genuinely witty picture book.I received a copy of this title courtesy of Raincoast Books in exchange for an honest review. All opinions and comments are my own. ",Childrens,      The Big Bed
20,Amy June Bates,"“A subtle, deceptively simple book about inclusion, hospitality, and welcoming the ‘other.’” —Kirkus Reviews“A boundlessly inclusive spirit...This open-ended picture book creates a natural springboard for discussion.” —Booklist“This sweet extended metaphor uses an umbrella to demonstrate how kindness and inclusion work...A lovely addition to any library collection, for classroom use or for sharing at home.” —School Library JournalIn the tradition of Alison McGhee’s Someday, beloved illustrator Amy June Bates makes her authorial debut alongside her eleven-year-old daughter with this timely and timeless picture book about acceptance.By the door there is an umbrella. It is big. It is so big that when it starts to rain there is room for everyone underneath. It doesn’t matter if you are tall. Or plaid. Or hairy. It doesn’t matter how many legs you have.Don’t worry that there won’t be enough room under the umbrella. Because there will always be room.Lush illustrations and simple, lyrical text subtly address themes of inclusion and tolerance in this sweet story that accomplished illustrator Amy June Bates cowrote with her daughter, Juniper, while walking to school together in the rain.",Childrens,      The Big Umbrella
21,J. Anderson Coats,"A novel about a girl who won’t let anything tame her spirit—not the government that conquered her people, and definitely not reform school!Malley has led the constables on a merry chase across her once-peaceful country. With her parents in prison for their part in a failed resistance movement, the government wants to send her to a national school—but they’ll have to capture her first.And capture her they do. Malley is carted off to be reformed as a proper subject of the conquering empire, reeducated, and made suitable for domestic service. That’s the government’s plan, anyway.But Malley will not go down without a fight. She’s determined to rally her fellow students to form a rebellion of their own. The government can lock these girls up in reform school. Whether it can break them is another matter entirely…",Childrens,      R Is for Rebel
22,Emily Ecton,"Melissa is a nobody. Wilf is a slacker. Bondi is a show-off. At least that's what their middle school teachers think. To everyone's surprise, they are the three students chosen to compete for a ten thousand-dollar scholarship, solving clues that lead them to various locations around Chicago. At first the three contestants work independently, but it doesn't take long before each begins to wonder whether the competition is a sham. It's only by secretly joining forces and using their unique talents that the trio is able to uncover the truth behind the Ambrose Deception--a truth that involves a lot more than just a scholarship.With a narrative style as varied and intriguing as the mystery itself, this adventure involving clever clues, plenty of perks, and abhorrent adults is pure wish fulfillment.",Childrens,      The Ambrose Deception
23,Kyo Maclear,"A dazzling picture book biography of one of the world's most influential designers, Elsa Schiaparelli.
Elsa dared to be different, and her story will not only dazzle, it will inspire the artist and fashionista in everyone who reads it.
By the 1930s Elsa Schiaparelli had captivated the fashion world in Paris, but before that, she was a little girl in Rome who didn’t feel pretty at all. Bloom: A Story of Fashion Designer Elsa Schiaparelli is the enchanting story for young readers of how a young girl used her imagination and emerged from plain to extraordinary.As a young girl in Rome, Elsa Schiaparelli (1890–1973) felt “brutta” (ugly) and searched all around her for beauty. Seeing the colors of Rome’s flower market one day, young Elsa tried to plant seeds in her ears and nose, hoping to blossom like a flower. All she got was sick, but from that moment, she discovered her own wild imagination.In the 1920 and '30s, influenced by her friends in the surrealist art movement, Schiaparelli created a vast collection of unique fashion designs—hats shaped like shoes, a dress adorned with lobsters, gloves with fingernails, a dress with drawers and so many more. She mixed her own bold colors and invented her own signature shades, including shocking pink.Bloom: A Story of Fashion Designer Elsa Schiaparelli is a stunning and sophisticated picture book biography that follows Schiaparelli’s life from birth and childhood to height of success.Kyo Maclear and Julie Morstad (creators of Julia, Child) have gorgeously interpreted Schiaparelli’s life. Maclear tells a lyrical story with moments both poignant and humorous and Morstad’s elegant imagery saturates the pages with Schiaparelli-inspired shapes and colors.Informative backmatter and suggested further reading included.",Childrens,      Bloom: A Story of Fashion Designer Elsa Schiaparelli
24,Russell Ginns,"For Samantha Spinner, it just isn't fair. Her uncle Paul disappeared, and here's what he left:  Samantha's sister got a check for $2,400,000,000.  Samantha's brother got the New York Yankees.  And Samantha...got a rusty red umbrella with a tag hanging off of its worn handle. The tag says ""Watch out for the RAIN."" Thanks, Uncle Paul.  Even harder for Samantha to understand is, after all the strawberry waffles they've shared, how could Uncle Paul leave without saying goodbye? The answer is simple. Sam knows in her heart that uncle Paul is in danger. If only he'd left a clue...Well, if Sam's Uncle Paul taught her anything, it's that not everything is exactly what it seems. Which is why we should pay close attention to that rusty red umbrella, and never trust a monkey at a hula-hoop contest.  The RAIN is coming and whether she likes it or not, Samantha Spinner is about to find herself mixed up in some super-puzzling, super-dangerous, super-secret plans. And if she's brave enough, she might just find Uncle Paul.",Childrens,"      Samantha Spinner and the Super Secret Plans
      
          (Samantha Spinner #1)"
25,Annette Bay Pimentel,"The inspiring story of the first female to run the Boston Marathon comes to life in stunningly vivid collage illustrations.Because Bobbi Gibb is a girl, she's not allowed to run on her school's track team. But after school, no one can stop her--and she's free to run endless miles to her heart's content. She is told no yet again when she tries to enter the Boston Marathon in 1966, because the officials claim that it's a man's race and that women are just not capable of running such a long distance. So what does Bobbi do? She bravely sets out to prove the naysayers wrong and show the world just what a girl can do.",Biography,      Girl Running: Bobbi Gibb and the Boston Marathon
26,Celine Kiernan,"On the night that Aunty dies the Raggedy Witches come for Mup's mam. Pale, cold, relentless, they will do anything to coax Mam back to Witches Borough. When they kidnap Mup's dad, Mup and her mam must leave the mundane world to rescue him. But Mam is strange on this side of the border - striding, powerful, and distant. Even if they can save Dad, Mup is not sure anything will ever be the same again...",Fantasy,"      Begone the Raggedy Witches
      
          (The Wild Magic Trilogy #1)"
