,author,description,genre,title
10,Charles Finch,"This chilling new mystery in the USA Today bestselling series by Charles Finch takes readers back to Charles Lenox's very first case and the ruthless serial killer who would set him on the course to become one of London's most brilliant detectives.London, 1850: A young Charles Lenox struggles to make a name for himself as a detective...without a single case. Scotland Yard refuses to take him seriously and his friends deride him for attempting a profession at all. But when an anonymous writer sends a letter to the paper claiming to have committed the perfect crime--and promising to kill again--Lenox is convinced that this is his chance to prove himself.The writer's first victim is a young woman whose body is found in a naval trunk, caught up in the rushes of a small islets in the middle of the Thames. With few clues to go on, Lenox endeavors to solve the crime before another innocent life is lost. When the killer's sights are turned toward those whom Lenox holds most dear, the stakes are raised and Lenox is trapped in a desperate game of cat and mouse.In the tradition of Sherlock Holmes, this newest mystery in the Charles Lenox series pits the young detective against a maniacal murderer who would give Professor Moriarty a run for his money.",Mystery,"      The Woman in the Water
      
          (Charles Lenox Mysteries 0.5)"
11,Natasha Preston,"ROSES ARE REDVIOLETS ARE BLUEWATCH YOUR BACKI'M COMING FOR YOULylah and her friends can't wait to spend a night out together. Partying is the perfect way to let loose from the stress of life and school, and Lylah hopes that hitting the dance floor with Chace, her best friend, will bring them closer together. She's been crushing on him since they met. If only he thought of her the same way...The girls are touching up their makeup and the guys are sliding on their coats when the doorbell rings. No one is there. An envelope sits on the doormat. It's an anonymous note addressed to their friend Sonny. A secret admirer? Maybe. They all laugh it off.Except Sonny never comes home. And a new note arrives:YOUR TURN",Young Adult,      You Will Be Mine
12,Brendan   Duffy,"Haunted by dark secrets and an unsolved mystery, a young doctor returns to his isolated Adirondacks hometown in a tense, atmospheric novel in the vein of Michael Koryta and Harlan Coben.Burying the past only gives it strength--and fury.Nate McHale has assembled the kind of life most people would envy. After a tumultuous youth marked by his inexplicable survival of a devastating tragedy, Nate left his Adirondack hometown of Greystone Lake and never looked back. Fourteen years later, he's become a respected New York City surgeon, devoted husband, and loving father.Then a body is discovered deep in the forests that surround Greystone Lake.This disturbing news finally draws Nate home. While navigating a tense landscape of secrets and suspicion, resentments and guilt, Nate reconnects with estranged friends and old enemies, and encounters strangers who seem to know impossible things about him. Haunting every moment is the Lake's sinister history and the memory of wild, beautiful Lucy Bennett, with whom Nate is forever linked by shattering loss and youthful passion.As a massive hurricane bears down on the Northeast, the air becomes electric, the clouds grow dark, and escalating acts of violence echo events from Nate's own past. Without a doubt, a reckoning is coming--one that will lay bare the lies that lifelong friends have told themselves and unleash a vengeance that may consume them all.",Mystery,      The Storm King
13,Carter   Wilson,"*Now under option with Legendary Television for development as a TV series*How far are you willing to go for Mister Tender?At fourteen, Alice Hill was viciously attacked by two of her classmates and left to die. The teens claim she was a sacrifice for a man called Mister Tender, but that could never be true: Mister Tender doesn’t exist. His sinister character is pop-culture fiction, created by Alice’s own father in a series of popular graphic novels.Over a decade later, Alice has changed her name and is trying to heal. But someone is watching her. They know more about Alice than any stranger could: her scars, her fears, and the secrets she keeps locked away. She can try to escape her past, but Mister Tender is never far behind. He will come with a smile that seduces, and a dark whisper in her ear…Inspired by a true story, this gripping thriller plunges you into a world of haunting memories and unseen threats, leaving you guessing until the harrowing end.",Thriller,      Mister Tender's Girl
14,Laura  Carlin,"The year is 1831Down the murky alleyways of London, acts of unspeakable wickedness are taking place and no one is willing to speak out on behalf of the city's vulnerable poor as they disappear from the streets.Out of these shadows comes Hester White, a bright young woman who is desperate to escape the slums by any means possible.When Hester is thrust into the world of the aristocratic Brock family, she leaps at the chance to improve her station in life under the tutelage of the fiercely intelligent and mysterious Rebekah Brock. But whispers from her past slowly begin to poison her new life and both she and Rebekah are lured into the most sinister of investigations.Hester and Rebekah find themselves crossing every boundary they've ever known in pursuit of truth, redemption and passion. But their trust in each other will be tested as a web of deceit begins to unspool, dragging them into the blackest heart of a city where something more depraved than either of them could ever imagine is lurking . . .",Historical,      The Wicked Cometh
15,Kimberly Reid,"A CIA prodigy's cover is blown when he accidentally becomes an internet sensation in #Prettyboy Must Die, inspired by the #Alexfromtarget story.When Peter Smith's classmate snaps a picture of him during a late night run at the track, Peter thinks he might be in trouble. When she posts that photo--along with the caption, ""See the Pretty Boy Run,""--Peter knows he's in trouble. But when hostiles drop through the ceiling of his 6th period Chem Class, Peter's pretty sure his trouble just became a national emergency.Because he's not really Peter Smith. He's Jake Morrow, former foster-kid turned CIA operative. After a massive screw-up on his first mission, he's on a pity assignment, a dozen hit lists and now, social media, apparently. As #Prettyboy, of all freaking things.His cover's blown, his school's under siege, and if he screws up now, #Prettyboy will become #Deadboy faster than you can say, 'fifteen minutes of fame.' Trapped in a high school with rabid killers and rabid fans, he'll need all his training and then some to save his job, his school and, oh yeah, his life.",Young Adult,      #Prettyboy Must Die
16,Elly Griffiths,"
FROM THE SUNDAY TIMES BESTSELLING AUTHOR, THE 10TH DR RUTH GALLOWAY MYSTERY - CELEBRATING 10 YEARS OF RUTH

'My favourite current crime series' Val McDermid
Dr Ruth Galloway is flattered when she receives a letter from Italian archaeologist Dr Angelo Morelli, asking for her help. He's discovered a group of bones in a tiny hilltop village but doesn't know what to make of them. It's years since Ruth has had a holiday, and even a working holiday to Italy is very welcome!So Ruth travels to Fontana Liri, accompanied by her daughter Kate and friend Shona. In the town she finds a medieval shrine and a dark secret involving the war years and the Resistance. To her amazement she also finds Harry Nelson, who is enduring a terrible holiday at a resort nearby. But there is no time to overcome their mutual shock - the ancient bones spark a modern murder, and Ruth must discover what secrets there are in Fontana Liri that someone would kill to protect",Mystery,"      The Dark Angel
      
          (Ruth Galloway #10)"
17,Walter Mosley,"From trailblazing novelist Walter Mosley: a former NYPD cop once imprisoned for a crime he did not commit must solve two cases: that of a man wrongly condemned to die, and his own.
Joe King Oliver was one of the NYPD's finest investigators, until, dispatched to arrest a well-heeled car thief, he is framed for assault by his enemies within the NYPD, a charge which lands him in solitary at Rikers Island.A decade later, King is a private detective, running his agency with the help of his teenage daughter, Aja-Denise. Broken by the brutality he suffered and committed in equal measure while behind bars, his work and his daughter are the only light in his solitary life. When he receives a card in the mail from the woman who admits she was paid to frame him those years ago, King realizes that he has no choice but to take his own case: figuring out who on the force wanted him disposed of--and why.Running in parallel with King's own quest for justice is the case of a Black radical journalist accused of killing two on-duty police officers who had been abusing their badges to traffic in drugs and women within the city's poorest neighborhoods.Joined by Melquarth Frost, a brilliant sociopath, our hero must beat dirty cops and dirtier bankers, craven lawyers, and above all keep his daughter far from the underworld in which he works. All the while, two lives hang in the balance: King's client's, and King's own.",Mystery,      Down the River Unto the Sea
18,Radley Balko,"After two three-year-old girls were raped and murdered in rural Mississippi, law enforcement pursued and convicted two innocent men: Kennedy Brewer and Levon Brooks. Together they spent a combined thirty years in prison before finally being exonerated in 2008. Meanwhile, the real killer remained free.The Cadaver King and the Country Dentist chronicles how the courts and Mississippi's death investigation system--a relic of the Jim Crow era--failed to deliver justice for its citizens and recounts the horrifying story of the two men who built successful careers on the back of this system. For nearly two decades, medical examiner Dr. Steven Hayne performed the vast majority of Mississippi's autopsies, while his friend Dr. Michael West, a local dentist, pitched himself as a forensic jack-of-all-trades. Together they became the go-to experts for prosecutors and helped put countless Mississippians in prison. But then some of those convictions began to fall apart. Radley Balko and Tucker Carrington argue that bad forensics, structural racism, and institutional failures are at fault, and raise sobering questions about our criminal justice system's ability to address them.",Crime,      The Cadaver King and the Country Dentist: A True Story of Injustice in the American South
19,David Pedreira,"A realistic and chilling vision of life on the Moon, where dust kills as easily as the vacuum of space…but murder is even quicker—a fast-paced, cinematic science fiction thriller, this debut novel combines the inventiveness of The Martian, the intrigue of The Expanse, and the thrills of Red Rising.The Moon smells like gunpowder. Every lunar walker since Apollo 11 has noticed it: a burnt-metal scent that reminds them of war. Caden Dechert, the chief of the U.S. mining operation on the edge of the Sea of Serenity, thinks the smell is just a trick of the mind—a reminder of his harrowing days as a Marine in the war-torn Middle East back on Earth.It’s 2072, and lunar helium-3 mining is powering the fusion reactors that are bringing Earth back from environmental disaster. But competing for the richest prize in the history of the world has destroyed the oldest rule in space: Safety for All. When a bomb kills one of Dechert’s diggers on Mare Serenitatis, the haunted veteran goes on the hunt to expose the culprit before more blood is spilled.But as Dechert races to solve the first murder in the history of the Moon, he gets caught in the crosshairs of two global powers spoiling for a fight. Reluctant to be the match that lights this powder-keg, Dechert knows the lives of him and his crew are meaningless to the politicians. Even worse, he knows the killer is still out there, hunting.In his desperate attempts to save his crew and prevent the catastrophe he sees coming, the former Marine uncovers a dangerous conspiracy that, with one spark can ignite a full lunar war, wipe out his team . . . and perhaps plunge the Earth back into darkness.",Science Fiction,      Gunpowder Moon
20,Jess Kidd,"The spellbinding tale of a lonely caregiver and a cranky hoarder with a house full of secrets.Maud Drennan is a dedicated caregiver whose sunny disposition masks a deep sadness. A tragic childhood event left her haunted, in the company of a cast of prattling saints who pop in and out of her life like tourists. Other than visiting her agoraphobic neighbor, Maud keeps to herself, finding solace in her work and in her humble existence–until she meets Mr. Flood.Cathal Flood is a menace by all accounts. The lone occupant of a Gothic mansion crawling with feral cats, he has been waging war against his son’s attempts to put him into an old-age home and sent his last caretaker running for the madhouse. But Maud is this impossible man’s last chance: if she can help him get the house in order, he just might be able to stay. So the unlikely pair begins to cooperate, bonding over their shared love of Irish folktales and mutual dislike of Mr. Flood’s overbearing son.Still, shadows are growing in the cluttered corners of the mansion, hinting at buried family secrets, and reminding Maud that she doesn’t really know this man at all. When the forgotten case of a missing schoolgirl comes to light, she starts poking around, and a full-steam search for answers begins.Packed with eccentric charms, twisted comedy, and a whole lot of heart, Mr. Flood’s Last Resort is a mesmerizing tale that examines the space between sin and sainthood, reminding us that often the most meaningful forgiveness that we can offer is to ourselves.",Fiction,      The Hoarder
21,S.J. Morden,"ONE WAY opens at the dawn of a new era – one in which we’re ready to colonise Mars. But the contract to build the first ever Martian base has been won by the lowest bidder, so they need to cut a lot of corners. The first thing to go is the automatic construction… the next thing they’ll have to deal with is the eight astronauts they’ll sent up to build it, when there aren’t supposed to be any at all.Frank – father, architect, murderer – is recruited for the mission with the promise of a better life, along with seven of his most notorious fellow inmates. As his crew sets to work, the accidents mount up, and Frank begins to suspect they might not be accidents at all. As the list of suspects grows shorter, it’s up to Frank to uncover the terrible truth before it’s too late.",Science Fiction,      One Way
22,Cynthia Robinson,"One August morning while walking her dog, high-school English teacher Beatrice Ousterhout stumbles over the dead body of a student, Amber Inglin, who was to play the lead in Beatrice's production of John Webster's Jacobean tragedy, The Duchess of Malfi. Barely able to speak, Beatrice calls the police. That is to say, she calls her daughter. Jes is a detective with two years of experience under her belt and a personal life composed primarily of a string of one-night-stands, including the owner of the field in which Beatrice has found Amber. In addition to a house and a field, Child Services lawyer Liam Walsh owns a vineyard, where Amber Inglin, along with a handful of other teens who've had difficulty negotiating the foster system, was an intern. Set among the hills and lakes of upstate New York and told in six vibrantly distinct voices, this complex and original narrative chronicles the rippling effects of a young girl's death through a densely intertwined community. By turns funny, fierce, lyrical and horrifying, Birds of Wonder probes family ties, the stresses that break them, and the pasts that never really let us go.",Fiction,      Birds of Wonder
23,Vicki Delany,"The show is coming to town on Cape Cod. The West London Theater Festival is putting on a stage production of The Hound of the Baskervilles. Gemma Doyle is excited and participating with her friend Jayne Wilson, whose mother, Leslie, just happens to be volunteering with the company. Leslie arranges a fundraising tea party at the home of the festival organizer, catered by Mrs. Hudson’s Tea Room. The tea is a rousing success, but Sir Nigel Bellingham, the famous star cast as the lead of Sherlock, goes missing. And Gemma finds him at the bottom of the cliff. Dead.Before the tea, Sir Nigel had come by the Sherlock Holmes Bookshop, only for Gemma to realize that he’s not at all suited to the role. But as Gemma and Jayne investigate, the list of suspects just grows longer. Long past his prime, Sir Nigel was second to a younger actor who had first been given the role. The festival’s executive director also expressed that he had been hired over her objections. Then there are the slew of people to whom Sir Nigel was rude. They all have motive, but then a scrap of Leslie’s apron caught on a bush by Sir Nigel’s body is found. And the police are set to pounce as she becomes suspect #1.It’s up to Gemma and Jayne to team up again and clear Jayne’s mother’s name in The Cat of the Baskervilles, the delightful third Sherlock Holmes Bookshop mystery.",Mystery,"      The Cat of the Baskervilles
      
          (A Sherlock Holmes Bookshop Mystery  #3)"
24,Amanda Flower,"Too many sweets spoil the murder . . .Harvest, Ohio, is a long way from New York City, where Bailey King left a coveted job as a head chocolatier to take over Swissmen Sweets, her Amish grandparents’ candy shop. Now, while caring for her recently widowed grandmother, she plans to honor her grandfather’s memory by entering the annual Amish Confectionery Competition. But between lavender blueberry fudge and chocolate cherry ganache truffles, Bailey may have bitten off more than she can chew when the search for a missing pot-bellied pig turns up a body suffering from sugar overload—the fatal kind . . .A candy maker from a neighboring town who wanted Englischer Bailey disqualified for being an outsider, Josephine Weaver died from an allergy to an essential licorice ingredient. The suspects include: Josephine’s niece, a young woman going through her rumspringa, or running around time, and Bailey herself. Now it falls to Bailey, who’s sweet on the local sheriff’s deputy, to clear their names and entice a killer with a cast-iron stomach for cold-blooded murder . . .Recipe Included!",Mystery,"      Lethal Licorice
      
          (Amish Candy Shop Mystery #2)"
25,T.C. LoTempio,"Getting used to life back home in Deer Park, North Carolina, Sydney McCall and her right-hand tabby, Toby, are helping her sister Kat run the local animal shelter. Syd and Kat are all excited about the prospect of the shelter's newest fundraiser: shopping channel queen Ulla Townsend. Shelter admin Maggie Shayne vehemently refuses to have anything to do with the woman, but the fundraiser ensues as planned. That is, until Ulla turns up dead in the middle of the event.The cause of death is determined to be an allergic reaction, but Syd and Toby are sniffing out something fishy. When Syd met Ulla, it was clear she was distasteful and rude. And right before the event, Syd spotted some behind-the-scenes drama between Ulla and her manager. As they begin to investigate, they realize there is no shortage of suspects, and Maggie is at the top of the list.Now Syd and Toby must claw their way to the truth before everything goes paws up at their animal shelter in Death by a Whisker by national bestselling author T. C. LoTempio.",Mystery,"      Death By A Whisker
      
          (A Cat Rescue Mystery  #2)"
26,Karen Harper,"The truth won’t stay buried forever…It’s been four months since forensic psychologist Claire Britten last crossed paths with danger. Finally feeling she can catch her breath, together with her partner, criminal lawyer Nick Markwood, Claire has settled into a new role, volunteering with a support group for children stressed by domestic violence. But a leisurely field trip to a wildlife sanctuary turns deadly, leaving Claire to question whether the death was an accident, suicide—or something far more sinister. Nick gets the South Shores team on the case, hunting down anyone with a potential grudge against the sanctuary. But their investigation turns wild when other attacks come too close to home. With a hostile predator on the loose, Nick and Claire will have to race to unbury the truth before a killer wipes them from the endangered-species list for good.",Fiction,"      Shallow Grave
      
          (South Shores #4)"
27,E.  Latimer,"
A Tim Burtonesque retelling of The Picture of Dorian Gray aimed at Middle Graders.
The most peculiar things always happen to Bryony Gray. As if it isn’t bad enough that her uncle keeps her locked in the attic, forcing her to paint for hisrich clients, she’s becoming rather well known in the art world… since all her customers seem to go missing.When her newest painting escapes the canvas and rampages through the streets of London, Bryony digs into her family history, discovering some rather scandalous secrets her uncle has been keeping, including a deadly curse she’s inherited from her missing father. It turns out, Bryony has accidentally unleashed the Gray family curse, and it’s spreading fast.With a little help from the strange-but-beautiful girl next door and her paranoid brother, Bryony sets out to break the curse, dodging bloodthirsty paintings, angry mobs and her wicked uncle along the way.",Childrens,      The Strange And Deadly Portraits Of Bryony Gray
28,Sheryl Scarborough,"Barely three weeks after catching the killer of Erin's mother and their biology teacher, Erin and her crew are back, up to their elbows in forensics projects. But this time it's with the full approval of their parents.With Uncle Victor at the helm, Erin and her best friends, Spam and Lysa, are prepping a new classroom for CSI summer camp, where they will serve as camp counselors. Meanwhile, Erin's super-hot new boyfriend, Journey, is graduating, just in time for him to take a position as Victor's intern in the new CSI lab on campus. Journey and Victor are going to take another look at the evidence in the murder trial that sent Journey's father to prison. The girls are under strict orders not to meddle with the murder case, but that's easier said than done...",Mystery,"      To Right the Wrongs
      
          (Erin Blake #2)"
29,Mike Lawson,"In House Witness, the twelfth novel in the Joe DeMarco series, Mike Lawson puts his likable protagonist on the trail of a different kind of fixer--one whose job is to influence, and sometimes disappear, witnesses in seemingly airtight criminal cases. Minority Leader of the House and DeMarco's long-time employer John Mahoney has kept more than one secret from his wife over the years, but none so explosive as this: He has a son, and that son has just been shot dead in a bar in Manhattan. Mahoney immediately dispatches DeMarco to New York to assist prosecutor Justine Porter, but with five bystanders willing to testify against the killer--rich-boy Toby Rosenthal--the case seems like a slam-dunk. That is, until Porter begins to suspect that someone is interfering with those witnesses, and that this may be connected to a pattern of cases across the country. Is there someone who is getting witnesses out of the way when the fate of a wealthy defendant is on the line?With the help of Porter's intern, as outrageously smart as she is young, DeMarco becomes determined to follow that question through to its violent resolution in what turns out to be this series' most unexpected plot yet.",Mystery,"      House Witness
      
          (Joe DeMarco #12)"
30,Amanda McKinney,"Death and Darkness are the norm at Black Rose Investigations... Despite being chronically late, occasionally disheveled and a tad disorganized, Dixie Knight is one of the top private investigators in the country, and when a young woman goes missing in the small, Southern town of Devil’s Den, Dixie takes the case. She expected it to be another ordinary missing person case—until it takes a brutal turn. While visiting relatives on his two-week leave, Marine Liam Cash bumps into Dixie at the local bar, and his attraction to her is immediate. When he becomes suspicious that Dixie’s current case is connected to two unsolved murders in his hometown, he steps in to help investigate, and keep Dixie safe, whether Dixie wants him to or not. As the bodies start stacking up, Dixie turns the town upside down looking for the killer—could it be the rumored witch that lives in the mountains; the rich, neurotic doctor’s wife; or the perky, blonde receptionist at the local medical clinic? Time is running out and Dixie knows she has to put the pieces of the puzzle together before another body turns cold in Devil’s Den.",Mystery,"      Devil's Gold
      
          (Black Rose Mystery #1)"
31,Kent Anderson,"Hanson thought he had witnessed the worst of humanity after a tour of duty in Vietnam and a stint as a cop in Oregon. Then he moves to Oakland, California to join the under-funded, understaffed police department. Hanson chooses to live - alone - in the precinct that he patrols; he, unlike the rest of the white officers, takes seriously his duty to serve and protect the black community of East Oakland.He will encounter prejudice and hate on both sides of the line... and struggle to keep true to himself against powerful opposition and personal danger. Green Sun is a raw, unflinching novel about America's divided cities and one man's divided soul.",Fiction,"      Green Sun
      
          (Hanson #3)"
32,Ausma Zehanat Khan,"For Inspector Esa Khattak and Sergeant Rachel Getty, the Syrian refugee crisis is about to become personal. Esa’s childhood friend, Nathan Clare, calls him in distress: his sister, Audrey, has vanished from a Greek island where the siblings run an NGO. Audrey had been working to fast-track refugees to Canada, but now, she is implicated in the double-murder of a French Interpol agent and a young man who had fled the devastation in Syria.Esa and Rachel arrive in Greece to a shocking scene, witnessing for themselves the massive fallout of the Syrian war in the wretched refugee camps. Tracing Audrey’s last movements, they meet some of the volunteers and refugees―one of whom, Ali, is involved in a search of his own, for a girl whose disappearance may be connected to their investigation. The arrival of Sehr Ghilzai―a former prosecutor who now handles refugee claims for Audrey’s NGO―further complicates the matter for Esa, as his feelings towards her remain unresolved.Working against time, with Interpol at their heels, Esa and Rachel follow a trail that takes them from the beaches of Greece, to the Turkish–Syrian border, and across Europe, reaching even the corridors of power in the Netherlands. Had Audrey been on the edge of a dangerous discovery, hidden at the heart of this darkest of crises―one which ultimately put a target on her own back?",Mystery,"      A Dangerous Crossing
      
          (Rachel Getty & Esa Khattak #4)"
