,author,description,genre,title
10,Kimmery Martin,"A debut novel set against a background of hospital rounds and life-or-death decisions that pulses with humor and empathy and explores the heart's capacity for forgiveness...Zadie Anson and Emma Colley have been best friends since their early twenties, when they first began navigating serious romantic relationships amid the intensity of medical school. Now they're happily married wives and mothers with successful careers--Zadie as a pediatric cardiologist and Emma as a trauma surgeon. Their lives in Charlotte, North Carolina are chaotic but fulfilling, until the return of a former colleague unearths a secret one of them has been harboring for years. As chief resident, Nick Xenokostas was the center of Zadie's life--both professionally and personally--throughout a tragic chain of events in her third year of medical school that she has long since put behind her. Nick's unexpected reappearance during a time of new professional crisis shocks both women into a deeper look at the difficult choices they made at the beginning of their careers. As it becomes evident that Emma must have known more than she revealed about circumstances that nearly derailed both their lives, Zadie starts to question everything she thought she knew about her closest friend.",Fiction,      The Queen of Hearts
11,Janet Beard,"In the bestselling tradition of Hidden Figures and The Wives of Los Alamos, comes a riveting novel of the everyday women who worked on the Manhattan Project during World War II“What you see here, what you hear here, what you do here, let it stay here.”In November 1944, eighteen-year-old June Walker boards an unmarked bus, destined for a city that doesn’t officially exist. Oak Ridge, Tennessee has sprung up in a matter of months—a town of trailers and segregated houses, 24-hour cafeterias, and constant security checks. There, June joins hundreds of other young girls operating massive machines whose purpose is never explained. They know they are helping to win the war, but must ask no questions and reveal nothing to outsiders.The girls spend their evenings socializing and flirting with soldiers, scientists, and workmen at dances and movies, bowling alleys and canteens. June longs to know more about their top-secret assignment and begins an affair with Sam Cantor, the young Jewish physicist from New York who oversees the lab where she works and understands the end goal only too well, while her beautiful roommate Cici is on her own mission: to find a wealthy husband and escape her sharecropper roots. Across town, African-American construction worker Joe Brewer knows nothing of the government’s plans, only that his new job pays enough to make it worth leaving his family behind, at least for now. But a breach in security will intertwine his fate with June’s search for answers.When the bombing of Hiroshima brings the truth about Oak Ridge into devastating focus, June must confront her ideals about loyalty, patriotism, and war itself.",Historical,      The Atomic City Girls
12,Gloria Chao,"An incisive, laugh-out-loud contemporary debut about a Taiwanese-American teen whose parents want her to be a doctor and marry a Taiwanese Ivy Leaguer despite her squeamishness with germs and crush on a Japanese classmate.At seventeen, Mei should be in high school, but skipping fourth grade was part of her parents' master plan. Now a freshman at MIT, she is on track to fulfill the rest of this predetermined future: become a doctor, marry a preapproved Taiwanese Ivy Leaguer, produce a litter of babies.With everything her parents have sacrificed to make her cushy life a reality, Mei can't bring herself to tell them the truth--that she (1) hates germs, (2) falls asleep in biology lectures, and (3) has a crush on her classmate Darren Takahashi, who is decidedly not Taiwanese.But when Mei reconnects with her brother, Xing, who is estranged from the family for dating the wrong woman, Mei starts to wonder if all the secrets are truly worth it. Can she find a way to be herself, whoever that is, before her web of lies unravels?",Young Adult,      American Panda
13,Akwaeke Emezi,"An extraordinary debut novel, Freshwater explores the surreal experience of having a fractured self. It centers around a young Nigerian woman, Ada, who develops separate selves within her as a result of being born ""with one foot on the other side."" Unsettling, heartwrenching, dark, and powerful, Freshwater is a sharp evocation of a rare way of experiencing the world, one that illuminates how we all construct our identities.Ada begins her life in the south of Nigeria as a troubled baby and a source of deep concern to her family. Her parents, Saul and Saachi, successfully prayed her into existence, but as she grows into a volatile and splintered child, it becomes clear that something went terribly awry. When Ada comes of age and moves to America for college, the group of selves within her grows in power and agency. A traumatic assault leads to a crystallization of her alternate selves: Asụghara and Saint Vincent. As Ada fades into the background of her own mind and these selves--now protective, now hedonistic--move into control, Ada's life spirals in a dark and dangerous direction.Narrated by the various selves within Ada and based in the author's realities, Freshwater dazzles with ferocious energy and serpentine grace, heralding the arrival of a fierce new literary voice.",Fiction,      Freshwater
14,Dana  Mele,"Kay Donovan may have skeletons in her closet, but the past is past, and she's reinvented herself entirely. Now she's a star soccer player whose group of gorgeous friends run their private school with effortless popularity and acerbic wit. But when a girl's body is found in the lake, Kay's carefully constructed life begins to topple. The dead girl has left Kay a computer-coded scavenger hunt, which, as it unravels, begins to implicate suspect after suspect, until Kay herself is in the crosshairs of a murder investigation. But if Kay's finally backed into a corner, she'll do what it takes to survive. Because at Bates Academy, the truth is something you make...not something that happened.",Young Adult,      People Like Us
15,Lexie Elliott,"They were six university students from Oxford--friends and sometimes more than friends--spending an idyllic week together in a French farmhouse. It was supposed to be the perfect summer getaway--until they met Severine, the girl next door. For Kate Channing, Severine was an unwelcome presence, her inscrutable beauty undermining the close-knit group's loyalties amid the already simmering tensions. And after a huge altercation on the last night of the holiday, Kate knew nothing would ever be the same. There are some things you can't forgive, and there are some people you can't forget, like Severine, who was never seen again. Now, a decade later, the case is reopened when Severine's body is found in the well behind the farmhouse. Questioned along with her friends, Kate stands to lose everything she's worked so hard to achieve as suspicion mounts around her. Desperate to resolve her own shifting memories and fearful she will be forever bound to the woman whose presence still haunts her, Kate finds herself buried under layers of deception with no one to set her free.",Mystery,      The French Girl
16,Gwendolyn Clare,"Can she write a world gone wrong?A certain pen, a certain book, and a certain person can craft entirely new worlds through a branch of science called scriptology. Elsa comes from one such world that was written into creation, where her mother―a noted scriptologist―constantly alters and expands their reality.But when her home is attacked and her mother kidnapped, Elsa is forced to cross into the real world and use her own scriptology gifts to find her. In an alternative Victorian Italy, Elsa finds a secret society of young scientists with a gift for mechanics, alchemy, or scriptology―and meets Leo, a gorgeous mechanist with a smart mouth and tragic past. She recruits the help of these fellow geniuses just as an assassin arrives on their doorstep.In this thrilling debut, worlds collide as Elsa unveils a deep political conspiracy seeking to unlock the most dangerous weapon ever created―and only she can stop it.",Fantasy,"      Ink, Iron, and Glass
      
          (Ink, Iron, and Glass #1)"
17,Tom        Miller,"A thrilling debut from ER doctor turned novelist Tom Miller, The Philosopher’s Flight is an epic historical fantasy set in a World-War-I-era America where magic and science have blended into a single extraordinary art. Eighteen-year-old Robert Weekes is a practitioner of empirical philosophy—an arcane, female-dominated branch of science used to summon the wind, shape clouds of smoke, heal the injured, and even fly. Though he dreams of fighting in the Great War as the first male in the elite US Sigilry Corps Rescue and Evacuation Service—a team of flying medics—Robert is resigned to mixing batches of philosophical chemicals and keeping the books for the family business in rural Montana, where his mother, a former soldier and vigilante, aids the locals.When a deadly accident puts his philosophical abilities to the test, Robert rises to the occasion and wins a scholarship to study at Radcliffe College, an all-women’s school. At Radcliffe, Robert hones his skills and strives to win the respect of his classmates, a host of formidable, unruly women. Robert falls hard for Danielle Hardin, a disillusioned young war hero turned political radical. However, Danielle’s activism and Robert’s recklessness attract the attention of the same fanatical anti-philosophical group that Robert’s mother fought years before. With their lives in mounting danger, Robert and Danielle band together with a team of unlikely heroes to fight for Robert’s place among the next generation of empirical philosophers—and for philosophy’s very survival against the men who would destroy it.In the tradition of Lev Grossman and Deborah Harkness, Tom Miller writes with unrivaled imagination, ambition, and humor. The Philosopher’s Flight is both a fantastical reimagining of American history and a beautifully composed coming-of-age tale for anyone who has ever felt like an outsider.",Fantasy,      The Philosopher's Flight
18,Saundra Mitchell,"Take a journey through time and genres and discover a past where queer figures live, love and shape the world around them. Seventeen of the best young adult authors across the queer spectrum have come together to create a collection of beautifully written diverse historical fiction for teens. From a retelling of Little Red Riding Hood set in war-torn 1870s Mexico featuring a transgender soldier, to two girls falling in love while mourning the death of Kurt Cobain, forbidden love in a sixteenth-century Spanish convent or an asexual girl discovering her identity amid the 1970s roller-disco scene, All Out tells a diverse range of stories across cultures, time periods and identities, shedding light on an area of history often ignored or forgotten.",Short Stories,      All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages
19,Guillermo del Toro,"It is 1962, and Elisa Esposito—mute her whole life, orphaned as a child—is struggling with her humdrum existence as a janitor working the graveyard shift at Baltimore’s Occam Aerospace Research Center. Were it not for Zelda, a protective coworker, and Giles, her loving neighbor, she doesn’t know how she’d make it through the day.Then, one fateful night, she sees something she was never meant to see, the Center’s most sensitive asset ever: an amphibious man, captured in the Amazon, to be studied for Cold War advancements. The creature is terrifying but also magnificent, capable of language and of understanding emotions…and Elisa can’t keep away. Using sign language, the two learn to communicate. Soon, affection turns into love, and the creature becomes Elisa’s sole reason to live.But outside forces are pressing in. Richard Strickland, the obsessed soldier who tracked the asset through the Amazon, wants nothing more than to dissect it before the Russians get a chance to steal it. Elisa has no choice but to risk everything to save her beloved. With the help of Zelda and Giles, Elisa hatches a plan to break out the creature. But Strickland is on to them. And the Russians are, indeed, coming.",Fantasy,      The Shape of Water
20,John Hart,"The only writer in history to win consecutive Edgar Awards for Best Novel, New York Times bestselling author John Hart returns to the world of his most beloved novel, The Last ChildBuilding on the world first seen in The Last Child (“A magnificent creation” —The Washington Post), John Hart delivers a stunning vision of a secret world, rarely seen. It’s been ten years since the events that changed Johnny Merrimon’s life and rocked his hometown to the core. Since then, Johnny has fought to maintain his privacy, but books have been written of his exploits; the fascination remains. Living alone on six thousand acres of once-sacred land, Johnny’s only connection to normal life is his old friend, Jack. They’re not boys anymore, but the bonds remain. What they shared. What they lost. But Jack sees danger in the wild places Johnny calls home; he senses darkness and hunger, an intractable intent. Johnny will discuss none of it, but there are the things he knows, the things he can do. A lesser friend might accept such abilities as a gift, but Jack has felt what moves in the swamp: the cold of it, the unspeakable fear.More than an exploration of friendship, persistence, and forgotten power, The Hush leaves all categories behind, and cements Hart's status as a writer of unique power.",Mystery,"      The Hush
      
          ( Johnny Merrimon #2)"
21,Shaun David Hutchinson,"Sixteen-year-old Elena Mendoza is the product of a virgin birth.This can be scientifically explained (it’s called parthenogenesis), but what can’t be explained is how Elena is able to heal Freddie, the girl she’s had a crush on for years, from a gunshot wound in a Starbucks parking lot. Or why the boy who shot Freddie, David Combs, disappeared from the same parking lot minutes later after getting sucked up into the clouds. What also can’t be explained are the talking girl on the front of a tampon box, or the reasons that David Combs shot Freddie in the first place.As more unbelievable things occur, and Elena continues to perform miracles, the only remaining explanation is the least logical of all—that the world is actually coming to an end, and Elena is possibly the only one who can do something about it.",Young Adult,      The Apocalypse of Elena Mendoza
22,Stuart  Turton,"How do you stop a murder that’s already happened?At a gala party thrown by her parents, Evelyn Hardcastle will be killed--again. She's been murdered hundreds of times, and each day, Aiden Bishop is too late to save her. Doomed to repeat the same day over and over, Aiden's only escape is to solve Evelyn Hardcastle's murder and conquer the shadows of an enemy he struggles to even comprehend--but nothing and no one are quite what they seem.Deeply atmospheric and ingeniously plotted, The Seven Deaths of Evelyn Hardcastle is a highly original debut that will appeal to fans of Kate Atkinson and Agatha Christie.",Mystery,      The Seven Deaths of Evelyn Hardcastle
23,Courtney Alameda,"Set against a future of marauding space scavengers and deadly aliens who kill with sound, here is a frightening, fast-paced YA adventure from the author of the acclaimed horror novel, Shutter.Tuck has been in stasis on the USS John Muir, a ship that houses Earth’s most valued artifacts—its natural resources. Parks and mountains are preserved in space. Laura belongs to a shipraiding family, who are funded by a group used to getting what they want. And they want what’s on the Muir. Tuck and Laura didn’t bargain on working together, or battling mutant aliens who use sound to kill. But their plan is the only hope for their crews, their families, and themselves. In space, nobody can hear you scream . . . but on the John Muir, the screams are the last thing you'll hear.",Young Adult,      Pitch Dark
24,Arvin Ahmadi,"Scott Ferdowsi has a track record of quitting. Writing the Great American Novel? Three chapters. His summer internship? One week. His best friends know exactly what they want to do with the rest of their lives, but Scott can hardly commit to a breakfast cereal, let alone a passion.With college applications looming, Scott's parents pressure him to get serious and settle on a career path like engineering or medicine. Desperate for help, he sneaks off to Washington, DC, to seek guidance from a famous professor who specializes in grit, the psychology of success.He never expects an adventure to unfold out of what was supposed to be a one-day visit. But that's what Scott gets when he meets Fiora Buchanan, a ballsy college student whose life ambition is to write crossword puzzles. When the bicycle she lends him gets Scott into a high-speed chase, he knows he's in for the ride of his life. Soon, Scott finds himself sneaking into bars, attempting to pick up girls at the National Zoo, and even giving the crossword thing a try--all while opening his eyes to fundamental truths about who he is and who he wants to be.",Young Adult,      Down and Across
25,Cynthia Swanson,"“[A] triumph. Swanson is a name to be considered among the likes of Gillian Flynn, Chris Pavone, and Laura Lippman” (Library Journal, starred review).From the New York Times bestselling author of The Bookseller comes a gripping literary suspense novel set in the 1960s about a deeply troubled family and three women who will reveal its dark truths.In the autumn of 1960, Angie Glass is living an idyllic life in her Wisconsin hometown. At twenty-one, she’s married to charming, handsome Paul, and has just given birth to a baby boy. But one phone call changes her life forever.When Paul’s niece, Ruby, reports that her father, Henry, has committed suicide, and that her mother, Silja, is missing, Angie and Paul drop everything and fly to the small upstate town of Stonekill, New York to be by Ruby’s side.Angie thinks they’re coming to the rescue of Paul’s grief-stricken young niece, but Ruby is a composed and enigmatic seventeen-year-old who resists Angie’s attempts to nurture her. As Angie learns more about the complicated Glass family, staying in Henry and Silja’s eerie and ultra-modern house on the edge of the woods, she begins to question the very fabric of her own marriage.Through Silja’s flashbacks, Angie’s discovery of astonishing truths, and Ruby’s strategic dissection of her parents’ state of affairs, a story of love, secrets, and ultimate betrayal is revealed.",Mystery,      The Glass Forest
26,Jasmin Darznik,"A spellbinding debut novel about the trailblazing poet Forugh Farrokhzhad, who defied Iranian society to find her voice and her destiny“Remember the flight, for the bird is mortal.”—Forugh FarrokhzadAll through her childhood in Tehran, Forugh is told that Iranian daughters should be quiet and modest. She is taught only to obey, but she always finds ways to rebel—gossiping with her sister among the fragrant roses of her mother’s walled garden, venturing to the forbidden rooftop to roughhouse with her three brothers, writing poems to impress her strict, disapproving father, and sneaking out to flirt with a teenage paramour over café glacé. It’s during the summer of 1950 that Forugh’s passion for poetry really takes flight—and that tradition seeks to clip her wings.Forced into a suffocating marriage, Forugh runs away and falls into an affair that fuels her desire to write and to achieve freedom and independence. Forugh’s poems are considered both scandalous and brilliant; she is heralded by some as a national treasure, vilified by others as a demon influenced by the West. She perseveres, finding love with a notorious filmmaker and living by her own rules—at enormous cost. But the power of her writing grows only stronger amid the upheaval of the Iranian revolution.Inspired by Forugh Farrokhzad’s verse, letters, films, and interviews—and including original translations of her poems—Jasmin Darznik has written a haunting novel, using the lens of fiction to capture the tenacity, spirit, and conflicting desires of a brave woman who represents the birth of feminism in Iran—and who continues to inspire generations of women around the world.",Historical,      Song of a Captive Bird
27,Jason  Matthews,"In the final, thrilling installment of the Red Sparrow Trilogy, Russian counterintelligence chief Dominika Egorova and her lover, CIA agent Nate Nash, must find a Russian agent about to be appointed to a very high office in the US government.With a plot ripped from tomorrow’s headlines, Jason Matthews’s high-powered, seductive third novel not only continues the dangerous entanglements of Dominika and Nate but reveals with chilling authenticity how Russian espionage can place agents in the most sensitive positions of power. The novel opens with Russian president Vladimir Putin planning the covert assassination of a high-ranking US official with the intention of replacing him with a mole whom Russian intelligence has cultivated for more than fifteen years.Catching wind of this plot, Dominika, Nate, and their CIA colleagues must unmask the traitor before he or she is able to reveal that Dominika has been spying for years on behalf of the CIA. Any leak, any misstep, will expose her as a CIA asset and result in a one-way trip to a Moscow execution cellar. Along the way, Matthews, a thirty-three-year veteran of the CIA and winner of the Edgar Award for Best First Novel, sets vivid, unforgettable scenes in Moscow; Washington, DC; Hong Kong; New York; the Sudan; and Turkey, and introduces two cold-blooded killers: Iosip Blokhin, a brilliant Spetsnaz military officer, and Grace Gao, ravishing Chinese spy, master of Kundalini yoga, and Beijing-trained seductress.Ultimately, the lines of danger converge on the spectacular billion-dollar presidential palace on the Black Sea during a power weekend with Putin’s inner circle. Does Nate sacrifice himself to save Dominika? Does she forfeit herself to protect Nate? Do they go down together?This dazzling finale to Jason Matthews’s New York Times bestselling Red Sparrow Trilogy, called “a primer in twenty-first-century spying...terrifically good” (The New York Times Book Review), confirms the critical acclaim he received for the first two novels, praise that compared Matthews to John le Carré and Ian Fleming. The Kremlin’s Candidate will be published just before the 2018 release of Red Sparrow, a major motion picture starring Jennifer Lawrence, produced by 20th Century Fox.",Fiction,"      The Kremlin's Candidate
      
          (Red Sparrow Trilogy #3)"
28,Kim Fu,"A group of young girls descend on Camp Forevermore, a sleepaway camp in the Pacific Northwest, where their days are filled with swimming lessons, friendship bracelets, and camp songs by the fire. Filled with excitement and nervous energy, they set off on an overnight kayaking trip to a nearby island. But before the night is over, they find themselves stranded, with no adults to help them survive or guide them home.The Lost Girls of Camp Forevermore traces these five girls—Nita, Kayla, Isabel, Dina, and Siobhan—through and beyond this fateful trip. We see them through successes and failures, loving relationships and heartbreaks; we see what it means to find, and define, oneself, and the ways in which the same experience is refracted through different people. In diamond-sharp prose, Kim Fu gives us a portrait of friendship and of the families we build for ourselves—and the pasts we can't escape.",Fiction,      The Lost Girls of Camp Forevermore
29,Rhys Bowen,"From New York Times bestselling author Rhys Bowen comes a haunting novel about a woman who braves her father’s hidden past to discover his secrets…In 1944, British bomber pilot Hugo Langley parachuted from his stricken plane into the verdant fields of German-occupied Tuscany. Badly wounded, he found refuge in a ruined monastery and in the arms of Sofia Bartoli. But the love that kindled between them was shaken by an irreversible betrayal.Nearly thirty years later, Hugo’s estranged daughter, Joanna, has returned home to the English countryside to arrange her father’s funeral. Among his personal effects is an unopened letter addressed to Sofia. In it is a startling revelation.Still dealing with the emotional wounds of her own personal trauma, Joanna embarks on a healing journey to Tuscany to understand her father’s history—and maybe come to understand herself as well. Joanna soon discovers that some would prefer the past be left undisturbed, but she has come too far to let go of her father’s secrets now…",Historical,      The Tuscan Child
30,C.C. Hunter,"A new heart saved her life—but will it help her find out what really happened to its donor?Seventeen-year-old Leah MacKenzie is heartless. An artificial heart in a backpack is keeping her alive. However, this route only offers her a few years. And with her rare blood type, a transplant isn’t likely. Living like you are dying isn’t all it’s cracked up to be. But when a heart becomes available, she’s given a second chance at life. Except Leah discovers who the donor was — a boy from her school — and they’re saying he killed himself. Plagued with dreams since the transplant, she realizes she may hold the clues to what really happened.Matt refuses to believe his twin killed himself. When Leah seeks him out, he learns they are both having similar dreams and he’s certain it means something. While unraveling the secrets of his brother’s final moments, Leah and Matt find each other, and a love they are terrified to lose. But life and even new hearts don’t come with guarantees. Who knew living took more courage than dying?",Young Adult,      This Heart of Mine
31,Rhoda Belleza,"EmpressWith a revolution brewing, Rhee is faced with a choice: make a deal with her enemy, Nero, or denounce him and risk losing her crown.FugitiveFramed assassin Alyosha has one goal in mind: kill Nero. But to get his revenge, Aly may have to travel back to the very place he thought he’d left forever—home.PrincessKara knows that a single piece of technology located on the uninhabitable planet Wraeta may be the key to remembering—and erasing—the princess she once was.MadmanVillainous media star Nero is out for blood, and he’ll go to any means necessary to control the galaxy. Vicious politics and high-stakes action culminate in an epic showdown that will determine the fate of the universe.",Young Adult,"      Blood of a Thousand Stars
      
          (Empress of a Thousand Skies #2)"
32,Tiffany Reisz,"They called themselves “the lucky ones.” They were seven children either orphaned or abandoned by their parents and chosen by legendary philanthropist and brain surgeon Dr. Vincent Capello to live in The Dragon, his almost magical beach house on the Oregon Coast. Allison was the youngest of the lucky ones living an idyllic life with her newfound family…until the night she almost died, and was then whisked away from the house and her adopted family forever.Now, thirteen years later, Allison receives a letter from Roland, Dr. Capello’s oldest son, warning her that their father is ill and in his final days. Allison determines she must go home again and confront the ghosts of her past. She's determined to find out what really happened that fateful night--was it an accident or, as she's always suspected, did one of her beloved family members try to kill her?But digging into the past can reveal horrific truths, and when Allison pieces together the story of her life, she'll learns the terrible secret at the heart of the family she once loved but never really knew.A vivid and suspenseful tale of family, grief, love—and the dark secrets that bind everything together—Tiffany Reisz’s latest is enthralling to the final page.",Mystery,      The Lucky Ones
