,author,description,genre,title
21,Catherine Kerrison," The remarkable untold story of Thomas Jefferson's three daughters - two white and free, one black and enslaved - and the divergent paths they forged in a newly independent America. Thomas Jefferson had three daughters: Martha and Maria by his wife, Martha Wayles Jefferson, and Harriet by his slave Sally Hemings. In Jefferson's Daughters, Catherine Kerrison, a scholar of e",Nonfiction,"
      Jefferson's Daughters: Three Sisters, White and Black, in a Young America
"
22,J. Randy Taraborrelli,"Update: Fake Ratings? There are 130 4 and 5 star ratings without a review. What looked really strange to me was that the majority had no pics, so I counted. There were over 80 (lost count at that point) with no pictures, no friends, no groups, lists, quotes and only default shelves. This looks so fake and reminds me of a site that sells ratings, reviews and likes for the price of a couple of cups of coffee. (view spoiler)[(GR staff mod Emily once threatened to remove me from Feedback Group if I",Biography,"
      Jackie, Janet & Lee: Jacqueline Kennedy Onassis, Janet Auchincloss, and Lee Radziwill -- The Other Side of Camelot
"
23,Laurie Gwen Shapiro,"The spectacular, true story of a scrappy teenager from New York’s Lower East Side who stowed away on the Roaring Twenties’ most remarkable feat of science and daring: an expedition to Antarctica.It was 1928: a time of illicit booze, of Gatsby and Babe Ruth, of freewheeling fun. The Great War was over and American optimism was higher than the stock market. What better momen",Nonfiction,"
      The Stowaway: A Young Man’s Extraordinary Adventure to Antarctica
"
24,Simon Baatz,"From New York Times bestselling author Simon Baatz, the first comprehensive account of the murder that shocked the world.In 1901 Evelyn Nesbit, a chorus girl in the musical Florodora, dined alone with the architect Stanford White in his townhouse on 24th Street in New York. Nesbit, just sixteen years old, had recently moved to the city. White was forty-seven and a principa",Nonfiction,"
      The Girl on the Velvet Swing: Sex, Murder, and Madness at the Dawn of the Twentieth Century
"
25,Erica Garza,"A fiercely courageous account of one woman's unflinching, raw, and ultimately hopeful journey through sex and porn addiction.For almost two decades, Erica Garza was consumed by a singular, secret, shame-fueled pursuit that threw her life into chaos: orgasm. Back-braced, isolated, and teased in adolescence, and ambivalent about her Catholic upbringing, Garza found a secret",Nonfiction,"
      Getting Off: One Woman's Journey Through Sex and Porn Addiction
"
26,Dawn  Davies,"Discovered by Michael Ondaatje, Davies’ dazzling literary memoir has shades of Mary Karr, Anne Lamott, and Jenny Lawson.Some women are born mothers, some achieve motherhood, others have motherhood thrust upon them. Dawn Davies is in the third category. A six-foot-tall divorcee, she isn’t chatty, couldn’t care less about anyone’s potty training progress, doesn’t care to sha",Autobiography,"
      Mothers of Sparta: A Memoir in Pieces
"
27,Max Boot,"In chronicling the adventurous life of legendary CIA operative Edward Lansdale, The Road Not Taken definitively reframes our understanding of the Vietnam War.In this epic biography of Edward Lansdale (1908– 1987), the man said to be the fictional model for Graham Greene’s The Quiet American, best-selling historian Max Boot demonstrates how Lansdale pioneered a “hearts and",History,"
      The Road Not Taken: Edward Lansdale and the American Tragedy in Vietnam
"
28,Bill Minutaglio," From Bill Minutaglio and Steven L. Davis, authors of the PEN Center USA award-winning Dallas 1963, comes a madcap narrative about Timothy Leary's daring prison escape and run from the law. On the moonlit evening of September 12, 1970, an ex-Harvard professor with a genius I.Q. studies a twelve-foot high fence topped with barbed wire. A few months earlier, Dr. Timothy Lear",History,"
      The Most Dangerous Man in America: Timothy Leary, Richard Nixon and the Hunt for the Fugitive King of LSD
"
29,Shomari Wills,"“By telling the little-known stories of six pioneering African American entrepreneurs, Black Fortunes makes a worthy contribution to black history, to business history, and to American history.”—Margot Lee Shetterly, Author of the New York Times Bestseller Hidden FiguresThe astonishing untold history of America’s first black millionaires—former slaves who endured incredibl",History,"
      Black Fortunes: The Story of the First Six African Americans Who Escaped Slavery and Became Millionaires
"
30,Matthew Restall,"A dramatic rethinking of the encounter between Montezuma and Hernando Cortés that completely overturns what we know about the Spanish conquest of the AmericasOn November 8, 1519, the Spanish conquistador Hernando Cortés first met Montezuma, the Aztec emperor, at the entrance to the capital city of Tenochtitlan. This introduction—the prelude to the Spanish seizure of Mexico",History,"
      When Montezuma Met Cortés: The True Story of the Meeting that Changed History
"
31,Nick Nolte,"The legendary icon tells his story—a tale of art, passion, commitment, addiction, as intense and hypnotic as the man himself.In a career spanning five decades, Nick Nolte has endured the rites of Hollywood celebrity. Rising from obscurity to leading roles and Oscar nominations, he has been both celebrated and vilified in the media; survived marriages, divorces, and a strin",Biography,"
      Rebel: My Life Outside the Lines
"
32,Kate  Harris,"In the spirit of The Places in Between and A Field Guide to Getting Lost, this is a transcendent memoir about travelling wildly out of bounds on the fabled Silk Road. ""Carried me up into a state of excitement I haven't felt for years. It's a modern classic.""—Pico IyerAs a teenager, Kate Harris realized that the career she most craved—that of a generalist explorer, equal pa",Travel,"
      Lands of Lost Borders: Out of Bounds on the Silk Road
"
33,Amy Hill Hearth,"Amy Hill Hearth uncovers the story of a little-known figure in U.S. history in this biography. In 1854, a young African American woman named Elizabeth Jennings won a major victory against a New York City streetcar company, a first step in the process of desegregating public transportation in Manhattan.One hundred years before Rosa Parks refused to give up her seat on a bus",Nonfiction,"
      Streetcar to Justice: How Elizabeth Jennings Won the Right to Ride in New York
"
34,Melba Pattillo Beals,"From the legendary civil rights activist and author of the million-copy selling Warriors Don't Cry comes an ardent and profound childhood memoir of growing up while facing adversity in the Jim Crow South. Long before she was one of the Little Rock Nine, Melba Pattillo Beals was a warrior. Frustrated by the laws that kept African-Americans separate but very much unequal to",Nonfiction,"
      March Forward, Girl: From Young Warrior to Little Rock Nine
"
35,Ian Lendler,"In this charming and accessible picture book, Ian Lendler and Xanthe Bouma offer a heart-warming account of the childhood of the Buddha.A spoiled young prince, Siddhartha got everything he ever asked for, until he asked for what couldn’t be given ― happiness.Join Little Sid as he sets off on a journey of discovery and encounters mysterious wise-folk, terrifying tigers, and",Childrens,"
      Little Sid: The Tiny Prince Who Became Buddha
"
36,June Purvis,"Together with her mother, Emmeline, Christabel Pankhurst co-led the single-sex Women's Social and Political Union (WSPU), founded in 1903 and soon regarded as the most notorious of the groupings campaigning for the parliamentary vote for women. A First Class Honours Graduate in Law, the determined and charismatic Christabel, a captivating orator, revitalised the women's su",Biography,"
      Christabel Pankhurst
"
