,author,description,genre,title
10,Gena Showalter,"STAND TOGETHER OR FALL ALONE.THE FATE OF THE EVERLIFE HANGS IN THE BALANCE.At seventeen years old, Tenley “Ten” Lockwood had to make the ultimate choice—where to live after she died. Loyalty to her selected realm has not wavered…until now. She is out of time. Sacrifices must be made, and a terrible price must be paid. But is she too late? As the Everlife descends into darkness, a single truth becomes clear: Troika and Myriad must unite—or perish. In order to bring sworn enemies together, Ten must enter forbidden territory…and destroy the powerful Prince of Ravens. But there’s only one way inside—bonding with Killian Flynn, a deadly rival who sets her blood aflame.When nothing goes as planned and betrayal leads to the edge of utter defeat, Ten and Killian will have to rebuild trust from the ashes of their hearts. Victory seems impossible, the odds stacked against them. In the end, how far will they be willing to go for the sake of their realms and the Everlife?",Fantasy,"      Everlife
      
          (Everlife #3)"
11,C.J. Redwine,"Javan Najafai, crown prince of Akram, has spent the last ten years at an elite boarding school, far away from his kingdom. But his eagerly awaited return home is cut short when a mysterious imposter takes his place—and no one believes Javan is the true prince.After barely escaping the imposter’s assassins, Javan is thrown into Maqbara, the kingdom’s most dangerous prison. The only way to gain an audience with the king — and reveal Javan’s identity — is to fight in Maqbara’s yearly tournament. But winning is much harder than acing competitions at school, and soon Javan finds himself beset not just by the terrifying creatures in the arena, but also a band of prisoners allied against him, and even the warden herself.The only person who can help him is Sajda, who has been enslaved by Maqbara’s warden since she was a child, and whose guarded demeanor and powerful right hook keep the prisoners in check. Working with Sajda might be the only way Javan can escape alive — but she has dangerous secrets.Together, Javan and Sajda have to outwit the vicious warden, outfight the deadly creatures, and outlast the murderous prisoners intent on killing Javan. If they fail, they’ll be trapped in Maqbara for good—and the secret Sajda’s been hiding will bury them both.",Fantasy,"      The Traitor Prince
      
          (Ravenspire #3)"
12,Gwendolyn Clare,"Can she write a world gone wrong?A certain pen, a certain book, and a certain person can craft entirely new worlds through a branch of science called scriptology. Elsa comes from one such world that was written into creation, where her mother―a noted scriptologist―constantly alters and expands their reality.But when her home is attacked and her mother kidnapped, Elsa is forced to cross into the real world and use her own scriptology gifts to find her. In an alternative Victorian Italy, Elsa finds a secret society of young scientists with a gift for mechanics, alchemy, or scriptology―and meets Leo, a gorgeous mechanist with a smart mouth and tragic past. She recruits the help of these fellow geniuses just as an assassin arrives on their doorstep.In this thrilling debut, worlds collide as Elsa unveils a deep political conspiracy seeking to unlock the most dangerous weapon ever created―and only she can stop it.",Fantasy,"      Ink, Iron, and Glass
      
          (Ink, Iron, and Glass #1)"
13,Jennifer A. Nielsen,"Nothing is as it seems in the kingdom of Antora. Kestra Dallisor has spent three years in exile in the Lava Fields, but that won't stop her from being drawn back into her father's palace politics. He's the right hand man of the cruel king, Lord Endrick, which makes Kestra a valuable bargaining chip. A group of rebels knows this all too well - and they snatch Kestra from her carriage as she reluctantly travels home.The kidnappers want her to retrieve the lost Olden Blade, the only object that can destroy the immortal king, but Kestra is not the obedient captive they expected. Simon, one of her kidnappers, will have his hands full as Kestra tries to foil their plot, by force, cunning, or any means necessary. As motives shift and secrets emerge, both will have to decide what - and who - it is they're fighting for.",Fantasy,"      The Traitor's Game
      
          (The Traitor's Game #1)"
14,Tom        Miller,"A thrilling debut from ER doctor turned novelist Tom Miller, The Philosopher’s Flight is an epic historical fantasy set in a World-War-I-era America where magic and science have blended into a single extraordinary art. Eighteen-year-old Robert Weekes is a practitioner of empirical philosophy—an arcane, female-dominated branch of science used to summon the wind, shape clouds of smoke, heal the injured, and even fly. Though he dreams of fighting in the Great War as the first male in the elite US Sigilry Corps Rescue and Evacuation Service—a team of flying medics—Robert is resigned to mixing batches of philosophical chemicals and keeping the books for the family business in rural Montana, where his mother, a former soldier and vigilante, aids the locals.When a deadly accident puts his philosophical abilities to the test, Robert rises to the occasion and wins a scholarship to study at Radcliffe College, an all-women’s school. At Radcliffe, Robert hones his skills and strives to win the respect of his classmates, a host of formidable, unruly women. Robert falls hard for Danielle Hardin, a disillusioned young war hero turned political radical. However, Danielle’s activism and Robert’s recklessness attract the attention of the same fanatical anti-philosophical group that Robert’s mother fought years before. With their lives in mounting danger, Robert and Danielle band together with a team of unlikely heroes to fight for Robert’s place among the next generation of empirical philosophers—and for philosophy’s very survival against the men who would destroy it.In the tradition of Lev Grossman and Deborah Harkness, Tom Miller writes with unrivaled imagination, ambition, and humor. The Philosopher’s Flight is both a fantastical reimagining of American history and a beautifully composed coming-of-age tale for anyone who has ever felt like an outsider.",Fantasy,      The Philosopher's Flight
15,Saundra Mitchell,"Take a journey through time and genres and discover a past where queer figures live, love and shape the world around them. Seventeen of the best young adult authors across the queer spectrum have come together to create a collection of beautifully written diverse historical fiction for teens. From a retelling of Little Red Riding Hood set in war-torn 1870s Mexico featuring a transgender soldier, to two girls falling in love while mourning the death of Kurt Cobain, forbidden love in a sixteenth-century Spanish convent or an asexual girl discovering her identity amid the 1970s roller-disco scene, All Out tells a diverse range of stories across cultures, time periods and identities, shedding light on an area of history often ignored or forgotten.",Short Stories,      All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages
16,Guillermo del Toro,"It is 1962, and Elisa Esposito—mute her whole life, orphaned as a child—is struggling with her humdrum existence as a janitor working the graveyard shift at Baltimore’s Occam Aerospace Research Center. Were it not for Zelda, a protective coworker, and Giles, her loving neighbor, she doesn’t know how she’d make it through the day.Then, one fateful night, she sees something she was never meant to see, the Center’s most sensitive asset ever: an amphibious man, captured in the Amazon, to be studied for Cold War advancements. The creature is terrifying but also magnificent, capable of language and of understanding emotions…and Elisa can’t keep away. Using sign language, the two learn to communicate. Soon, affection turns into love, and the creature becomes Elisa’s sole reason to live.But outside forces are pressing in. Richard Strickland, the obsessed soldier who tracked the asset through the Amazon, wants nothing more than to dissect it before the Russians get a chance to steal it. Elisa has no choice but to risk everything to save her beloved. With the help of Zelda and Giles, Elisa hatches a plan to break out the creature. But Strickland is on to them. And the Russians are, indeed, coming.",Fantasy,      The Shape of Water
17,Shaun David Hutchinson,"Sixteen-year-old Elena Mendoza is the product of a virgin birth.This can be scientifically explained (it’s called parthenogenesis), but what can’t be explained is how Elena is able to heal Freddie, the girl she’s had a crush on for years, from a gunshot wound in a Starbucks parking lot. Or why the boy who shot Freddie, David Combs, disappeared from the same parking lot minutes later after getting sucked up into the clouds. What also can’t be explained are the talking girl on the front of a tampon box, or the reasons that David Combs shot Freddie in the first place.As more unbelievable things occur, and Elena continues to perform miracles, the only remaining explanation is the least logical of all—that the world is actually coming to an end, and Elena is possibly the only one who can do something about it.",Young Adult,      The Apocalypse of Elena Mendoza
18,Emily R. King,"Despite the odds, Kalinda has survived it all: Marriage to a tyrant. Tournaments to the death. The forbidden power to rule fire. The icy touch of a demon.That same demon now disguises itself as Rajah Tarek, Kalinda’s late husband and a man who has never stopped haunting her. Upon taking control of the palace and the army, the demon brands Kalinda and her companions as traitors to the empire. They flee across the sea, seeking haven in the Southern Isles.In Lestari, Kalinda’s powers are not condemned, as they are in her land. Now free to use them to protect those she loves, Kalinda soon realizes that the demon has tainted her with a cold poison, rendering her fire uncontrollable. But the lack of control may be just what she needs to send the demon back to the darkest depths of the Void.To take back the empire, Kalinda will ally with those she distrusts—and risk losing those most loyal to her—to defeat the demon and bring peace to a divided nation.",Fantasy,"      The Rogue Queen
      
          (The Hundredth Queen  #3)"
19,Susan Dennard,"From New York Times bestselling author Susan Dennard, Sightwitch is an illustrated novella set in the Witchlands and told through Ryber’s journal entries and sketches.Before Safi and Iseult battled a Bloodwitch...Before Merik returned from the dead…Ryber Fortiza was a Sightwitch Sister at a secluded convent, waiting to be called by her goddess into the depths of the mountain. There she would receive the gift of foretelling. But when that call never comes, Ryber finds herself the only Sister without the Sight.Years pass and Ryber’s misfit pain becomes a dull ache, until one day, Sisters who already possess the Sight are summoned into the mountain, never to return. Soon enough, Ryber is the only Sister left. Now, it is up to her to save her Sisters, though she does not have the Sight—and though she does not know what might await her inside the mountain.On her journey underground, she encounters a young captain named Kullen Ikray, who has no memory of who he is or how he got there. Together, the two journey ever deeper in search of answers, their road filled with horrors, and what they find at the end of that road will alter the fate of the Witchlands forever.Set a year before Truthwitch, Sightwitch is a companion novella that also serves as a set up to Bloodwitch, as well as an expansion of the Witchlands world.",Fantasy,"      Sightwitch
      
          (The Witchlands 0.5)"
20,Courtney Alameda,"Set against a future of marauding space scavengers and deadly aliens who kill with sound, here is a frightening, fast-paced YA adventure from the author of the acclaimed horror novel, Shutter.Tuck has been in stasis on the USS John Muir, a ship that houses Earth’s most valued artifacts—its natural resources. Parks and mountains are preserved in space. Laura belongs to a shipraiding family, who are funded by a group used to getting what they want. And they want what’s on the Muir. Tuck and Laura didn’t bargain on working together, or battling mutant aliens who use sound to kill. But their plan is the only hope for their crews, their families, and themselves. In space, nobody can hear you scream . . . but on the John Muir, the screams are the last thing you'll hear.",Young Adult,      Pitch Dark
21,Rhoda Belleza,"EmpressWith a revolution brewing, Rhee is faced with a choice: make a deal with her enemy, Nero, or denounce him and risk losing her crown.FugitiveFramed assassin Alyosha has one goal in mind: kill Nero. But to get his revenge, Aly may have to travel back to the very place he thought he’d left forever—home.PrincessKara knows that a single piece of technology located on the uninhabitable planet Wraeta may be the key to remembering—and erasing—the princess she once was.MadmanVillainous media star Nero is out for blood, and he’ll go to any means necessary to control the galaxy. Vicious politics and high-stakes action culminate in an epic showdown that will determine the fate of the universe.",Young Adult,"      Blood of a Thousand Stars
      
          (Empress of a Thousand Skies #2)"
22,Robert Dinsdale,"Do you remember when you believed in magic?The Emporium opens with the first frost of winter. It is the same every year. Across the city, when children wake to see ferns of white stretched across their windows, or walk to school to hear ice crackling underfoot, the whispers begin: the Emporium is open! It is 1917, and London has spent years in the shadow of the First World War. In the heart of Mayfair, though, there is a place of hope. A place where children’s dreams can come true, where the impossible becomes possible – that place is Papa Jack’s Toy Emporium.For years Papa Jack has created and sold his famous magical toys: hobby horses, patchwork dogs and bears that seem alive, toy boxes bigger on the inside than out, ‘instant trees’ that sprout from boxes, tin soldiers that can fight battles on their own. Now his sons, Kaspar and Emil, are just old enough to join the family trade. Into this family comes a young Cathy Wray – homeless and vulnerable. The Emporium takes her in, makes her one of its own. But Cathy is about to discover that while all toy shops are places of wonder, only one is truly magical...",Fantasy,      The Toymakers
23,Jaime Questell,"Le Grand’s Carnival Fantastic isn’t like other traveling circuses. It’s bound by a charm, held together by a centuries-old curse, that protects its members from ever growing older or getting hurt. Emmaline King is drawn to the circus like a moth to a flame…and unwittingly recruited into its folds by a mysterious teen boy whose kiss is as cold as ice.Forced to travel through Texas as the new Girl in the Box, Emmaline is completely trapped. Breaking the curse seems like her only chance at freedom, but with no curse, there’s no charm, either—dooming everyone who calls the Carnival Fantastic home. Including the boy she’s afraid she’s falling for. 	Everything—including his life—could end with just one kiss.",Fantasy,      By a Charm and a Curse
24,Paolo Bacigalupi,"Khaim, The Blue City, is the last remaining city in a crumbled empire that overly relied upon magic until it became toxic. It is run by a tyrant known as The Jolly Mayor and his devious right hand, the last archmage in the world. Together they try to collect all the magic for themselves so they can control the citizens of the city. But when their decadence reaches new heights and begins to destroy the environment, the people stage an uprising to stop them.",Fantasy,      The Tangled Lands
25,Brandon Sanderson,"Following the loss of most of his colleagues in a violent ambush, Kenton has become Lord Mastrell of the few remaining Sand Masters, magicians who can manipulate sand to do their bidding. With the ruling council poised against him, the hot-headed Kenton must become a diplomat to have any hope of preventing the eradication of his people forever. However, there’s another complication: assassins are coming for him from all directions, and Kenton’s only true ally is Khriss, a visitor from the other side of the planet who has an agenda of her own to pursue.",Fantasy,"      White Sand Volume 2
      
          (White Sand #2)"
26,Natalie Lloyd,"When the Problim children’s ramshackle bungalow in the Swampy Woods goes kaboom, the seven siblings and their pet pig have no choice but to move into their Grandpa’s abandoned old mansion in Lost Cove. No problem! For the Problim children, every problem is a gift.Wendell and Thea—twins born two minutes apart on a Wednesday and a Thursday—see the move as a chance to make new friends in time for their birthday cake smash. But the neighbors find the Problims’ return problematic—what with Sal’s foggy garden full of Wrangling Ivy, toddler Toot’s 365 stanktastic fart varieties, and Mona’s human catapult.Truth be told, rumors are flying about the Problims! Rumors of a bitter feud, a treasure, and a certain kind of magic lingering in the halls of #7 Main Street. And the neighbors will do anything to get their hands on those secrets—including sending the Problim children to seven different homes on seven different continents!",Childrens,"      The Problim Children
      
          (The Problim Children #1)"
27,R.A. Salvatore,"From R. A. Salvatore, the legendary creator of Drizzt Do’Urden, comes the start of abrand new epic journey.When Aoleyn loses her parents, she is left to fend for herself among a tribe of vicious barbarians. Bound by rigid traditions, she dreams of escaping to the world beyond her mountain home.The only hope for achieving the kind of freedom she searches for is to learn how to wield the mysterious power used by the tribe’s coven known as the Song of Usgar. Thankfully, Aoleyn may be the strongest witch to have ever lived, but magic comes at price. Not only has her abilities caught the eye of the brutish warlord that leads the tribe, but the demon of the mountain hunts all who wield the Coven’s power, and Aoleyn’s talent has made her a beacon in the night.",Fantasy,"      Child of a Mad God
      
          (Coven #1)"
28,Alisa Kwitney,"When Lizzie Lavenza enrolled at Ingold as its first female medical student, she knew she wouldn't have an easy time. From class demands to being an outsider among her male cohorts, she'll have to go above and beyond to prove herself. So when she stumbles across what appears to be a faulty Bio-mechanical--one of the mechanized cadavers created to service the school--she jumps at the chance to fix it and get ahead in the program.Only this Bio-mechanical isn't like the others. Where they are usually empty-minded and perfectly obedient, this one seems to have thoughts, feelings...and self-awareness.Soon Lizzie realizes that it is Victor Frankenstein--a former student who died under mysterious circumstances. Victor, it seems, still has a spark of human intelligence inside him, along with memories of things he discovered before his untimely death...and a suspicion that he was murdered to keep that information from getting out.Suddenly Lizzie finds herself intertwined in dark secrets and sabotage that put her life, and the lives of Victor and their friends, in danger. But Lizzie's determined to succeed--even if that means fighting an enemy who threatens the entire British Empire.",Young Adult,      Cadaver & Queen
29,Sayantani DasGupta,"MEET KIRANMALA: INTERDIMENSIONAL DEMONSLAYER(But she doesn’t know it yet.)On the morning of her twelfth birthday, Kiranmala is just a regular sixth grader living in Parsippany, New Jersey… until her parents mysteriously vanish later that day and a rakkhosh demon slams through her kitchen, determined to eat her alive. Turns out there might be some truth to her parents’ fantastical stories—like how Kiranmala is a real Indian princess—and a wealth of secrets about her origin they've kept hidden.To complicate matters, two crushworthy Indian princes ring her doorbell, insisting they’re here to rescue her. Suddenly, Kiran is swept into another dimension full of magic, winged horses, moving maps, and annoying, talking birds. There she must solve riddles and slay demons all while avoiding the Serpent King of the underworld (who may or may not want to kill her) and the rakkhosh queen (who definitely does) in order to find her parents and basically save New Jersey, her entire world, and everything beyond it…",Fantasy,"      The Serpent's Secret
      
          (Kiranmala and the Kingdom Beyond #1)"
30,Rachel A. Marks,"“Gossip Girl meets Percy Jackson in the glitz and grit of L.A....""In Hollywood’s underworld of demigods, druids, and ancient bonds, one girl has a dangerous future.Sage is eighteen, down on her luck, and struggling to survive on the streets of Los Angeles. Everything changes the night she’s invited to a party — one that turns out to be a trap.Thrust into a magical world hidden within the City of Angels, Sage discovers that she’s the daughter of a Celtic goddess, with powers that are only in their infancy. Now that she is of age, she’s asked to pledge her service to one of the five deities, all keen on winning her favor by any means possible. She has to admit that she’s tempted — especially when this new life comes with spells, Hollywood glam, and a bodyguard with secrets of his own. Not to mention a prince whose proposal could boost her rank in the Otherworld.As loyalties shift, and as the two men vie for her attention, Sage tries to figure out who to trust in a realm she doesn’t understand. One thing's for sure: the trap she’s in has bigger claws than she thought. And it’s going to take a lot more than magic for this Celtic demigoddess to make it out alive.",Young Adult,"      Fire and Bone
      
          (Otherborn  #1)"
31,Dannika Dark,"USA TODAY BESTSELLERRaven Black returns in another heart-pounding installment of the USA Today bestselling Crossbreed series. Vampire trafficking is a sinister business, and nobody knows that better than Keystone. After Raven discovers hidden clues in a cold case, the group sets a trap in hopes of catching an elusive criminal. But when the plan backfires, Raven’s world is thrown into chaos, and Christian’s loyalty is put to the ultimate test. Buried secrets come to light, and the only thing keeping Raven grounded is her insatiable thirst for vengeance. The stakes are high as they travel to a place where the landscapes are as treacherous as the immortals who live there. This time, there’s no room for mistakes. Will Raven have the courage to tame the violence in her heart before it swallows her whole?  THE CROSSBREED SERIES Book 1: Keystone Book 2: Ravenheart Book 3: Deathtrap Book 4: Gaslight Book 5: (TBA)",Fantasy,"      Gaslight
      
          (Crossbreed #4)"
32,Zoe Gilbert,"Every year they gather, while the girls shoot their arrows and the boys hunt them out. The air is riddled with spiteful shadows - the wounds and fears and furies of a village year.On a remote and unforgiving island lies a village unlike any other: Neverness. A girl is snatched by a water bull and dragged to its lair, a babe is born with a wing for an arm and children ask their fortunes of an oracle ox. While the villagers live out their own tales, enchantment always lurks, blighting and blessing in equal measure. Folk is a dark and sinuous debut circling the lives of one generation. In this world far from our time and place, the stories of the islanders interweave and overlap, their own folklore twisting fates and changing lives. A captivating, magical and haunting debut novel of breathtaking imagination, from the winner of the 2014 Costa Short Story Award.",Fantasy,      Folk
33,Kamilla Benko,"Claire Martinson still worries about her older sister Sophie, who battled a mysterious illness last year. But things are back to normal as they move into Windermere Manor... until the sisters climb a strange ladder in a fireplace and enter the magical land of Arden. There, they find a world in turmoil. The four guilds of magic no longer trust each other. The beloved unicorns have gone, and terrible wraiths roam freely. Scared, the girls return home. But when Sophie vanishes, it will take all of Claire's courage to climb back up the ladder, find her sister, and uncover the unicorns' greatest secret.",Fantasy,"      The Unicorn Quest
      
          (The Unicorn Quest #1)"
34,Deborah Schaumberg,"Gangs of New York meets Cassandra Clare in this debut YA fantasy set in 1882 BrooklynNew York, 1882. A dark, forbidding city, and no place for a girl with unexplainable powers.Sixteen-year-old Avery Kohl pines for the life she had before her mother was taken. She fears the mysterious men in crow masks who locked her mother in the Tombs asylum for being able to see what others couldn’t. Avery denies the signs in herself, focusing instead on her shifts at the ironworks factory and keeping her inventor father out of trouble. Other than secondhand tales of adventure from her best friend, Khan, an ex-slave, and caring for her falcon, Seraphine, Avery spends her days struggling to survive.Like her mother’s, Avery’s powers refuse to be contained. When she causes a bizarre explosion at the factory, she has no choice but to run from her lies, straight into the darkest corners of the city. Avery must embrace her abilities and learn to wield their power—or join her mother in the cavernous horrors of the Tombs. And the Tombs has secrets of its own: strange experiments are being performed on “patients”…and no one knows why.",Fantasy,      The Tombs
35,Betsy Schow,"While lying in the hospital in a place called Kansas, Princess Dorthea of Emerald struggles to regain her memory of the events that propelled her out of the land of Story—and to remember how to get home.Meanwhile, in Story, Rexi, with the help of Excalibur, continues to gain confidence in writing her own tale as she fights to save the land from the Wicked Witch. But as is always the case with evil villains, she is not to be underestimated. Can Dorthea and Rexi save their home while protecting the prince they both love from getting caught in the crossfire?",Fantasy,"      Banished
      
          (The Storymakers #3)"
36,Quinn Loftis,"His orders are clear: launch a raid against England and bring home the spoils of war. But the prophecy is also clear: General Torben will take a foreign bride — one who is a seer and healer just like his mother. The eldest princess of England is said to be just that… a beautiful, charming, and headstrong woman. But he's a Viking army general and she's an English princess — and one who is already promised to the king of Tara.Two worlds collide in this epic historical fiction centered on an undeniable chemistry that smolders against the odds. Richly written and injected with moments of humor, this action-packed romantic tale will leave you breathless.Quinn Loftis is the author of twenty novels, including the USA Today Bestseller Fate and Fury.",Historical,"      The Viking's Chosen
      
          (Clan Hakon #1)"
